Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1092882,CAT,AMER SH,LOST,IMPOUNDED,STRAY,WEB,,2021-01-06,NORMAL,LOST EXP,2020-02-08
A1104327,DOG,PIT BULL,INJD 006,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2020-10-03,APP WNL,TREATMENT,2020-10-04
A1096777,DOG,SHIH TZU,LOST,IMPOUNDED,STRAY,WEB,,2020-12-23,NORMAL,LOST EXP,2020-03-26
A1106291,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,STRAY,WEB,,2020-11-18,NORMAL,LOST EXP,2020-09-24
A1108449,DOG,CHIHUAHUA SH,LFSD 08,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2020-10-05,APP WNL,ADOPTION,2020-10-07
A1108479,CAT,DOMESTIC MH,LFC 005,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-05,APP INJ,EUTHANIZED,2020-10-06
A1098662,DOG,PIT BULL,PCD 04,LAB,STRAY,CONFINED,OTHRINTAKS,2020-11-19,APP WNL,EUTHANIZED,2020-11-26
A1106707,DOG,GERM SHEPHERD,LFD 021,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2020-10-01,APP WNL,ADOPTION,2020-10-04
A1105238,CAT,DOMESTIC SH,CC 29,AVAILABLE,TREATMENT,SPAY/NEUT,OTHRINTAKS,2020-10-01,APP WNL,TREATMENT,2020-10-01
A1109990,CAT,DOMESTIC SH,FOSTER,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-11-20,UNKNOWN,FOSTER,2020-11-20
A1105328,CAT,DOMESTIC SH,CC 35,PENDING,FOSTER,RETURN,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-01
A1108446,DOG,CAIRN TERRIER,LFSD 23,UNAVAILABLE,OWNER SURRENDER,ALUMNI,NOTRIGHTFT,2020-10-09,APP WNL,TRANSFER,2020-10-11
A1108766,CAT,DOMESTIC SH,VT 06,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-10,CRITICAL,EUTHANIZED,2020-10-11
A1105239,CAT,DOMESTIC SH,CC 30,AVAILABLE,TREATMENT,SPAY/NEUT,OTHRINTAKS,2020-10-01,APP WNL,TREATMENT,2020-10-01
A1105707,DOG,GREAT PYRENEES,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2020-10-01,APP WNL,TREATMENT,2020-10-01
A1109611,DOG,PIT BULL,QD 16,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2020-10-28,APP WNL,RETURNED TO OWNER,2020-11-06
A1064837,DOG,PIT BULL,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2021-03-08,APP WNL,TREATMENT,2021-03-09
A1108232,DOG,AUST CATTLE DOG,LFD 024,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-01
A1106990,CAT,DOMESTIC SH,CC 31,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-01
A1107713,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,FOSTER,RETURN,OTHER,2020-10-04,DECEASED,DIED,2020-10-04
A1108270,WILDLIFE,SQUIRREL,RECEIVING,UNAVAILABLE,WILDLIFE,NON-RABIES,OTHRINTAKS,2020-10-01,APP INJ,EUTHANIZED,2020-10-01
A1109591,CAT,DOMESTIC SH,IC 13,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-27,APP SICK,TRANSFER,2020-10-29
A1108388,CAT,DOMESTIC MH,INCU 02,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-03,APP SICK,TRANSFER,2020-10-04
A1108253,CAT,DOMESTIC SH,INCU 01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,UNDERAGE,EUTHANIZED,2020-10-01
A1107010,CAT,DOMESTIC SH,AC 037,UNAVAILABLE,OWNER SURRENDER,APPOINT,BEHAVIOR,2020-10-09,APP WNL,TRANSFER,2020-10-10
A1109010,WILDLIFE,SNAKE,RECEIVING,IMPOUNDED,WILDLIFE,NON-RABIES,OTHRINTAKS,2020-10-15,APP WNL,WILDLIFE,2020-10-15
A1108258,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-01
A1110395,CAT,DOMESTIC SH,AC 037,UNAVAILABLE,OWNER SURRENDER,OTC,HOUSING,2020-11-12,APP WNL,ADOPTION,2020-11-20
A1107049,DOG,PLOTT HOUND,AD 061,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-10,APP WNL,ADOPTION,2020-10-17
A1108231,DOG,ALASK MALAMUTE,PUPS 1,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-04
A1104557,DOG,LABRADOR RETR,INJD 011,AVAILABLE,FOSTER,RETURN,OTHER,2020-10-01,APP WNL,ADOPTION,2020-10-01
A1108958,CAT,DOMESTIC SH,AC 059,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2020-10-14,APP WNL,ADOPTION,2020-10-21
A1108052,CAT,DOMESTIC SH,CC 26,PENDING,FOSTER,TREATMENT,MEDICAL,2020-11-10,APP WNL,ADOPTION,2020-11-10
A1110087,DOG,GERM SHEPHERD,AD 089,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-11-06,APP WNL,ADOPTION,2020-11-10
A1108371,WILDLIFE,RABBIT SH,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2020-10-03,APP WNL,ADOPTION,2020-10-04
A1106912,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-11-06,APP WNL,RETURNED TO OWNER,2020-11-06
A1108257,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-01
A1108965,CAT,DOMESTIC SH,N05,IMPOUNDED,OWNER SURRENDER,FIELD,FINANCIAL,2020-10-14,APP WNL,FOSTER,2020-10-17
A1108793,DOG,LAKELAND TERR,DC 04,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-11,APP WNL,ADOPTION,2020-10-15
A1108275,WILDLIFE,SQUIRREL,RECEIVING,IMPOUNDED,WILDLIFE,NON-RABIES,OTHER,2020-10-01,CRITICAL,EUTHANIZED,2020-10-01
A1108267,CAT,DOMESTIC SH,INCU 05,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,UNDERAGE,EUTHANIZED,2020-10-01
A1108324,DOG,RAT TERRIER,DC 10,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-02,APP WNL,TRANSFER,2020-10-04
A1108335,DOG,CHIHUAHUA LH,PCD 03,IMPOUNDED,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,2020-10-02,APP WNL,TRANSFER,2020-10-13
A1108392,DOG,CHIHUAHUA SH,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-03,APP WNL,RETURNED TO OWNER,2020-10-03
A1108277,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-01,APP SICK,EUTHANIZED,2020-10-01
A1105330,CAT,DOMESTIC SH,CC 34,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-01
A1104624,DOG,PIT BULL,INJD 009,AVAILABLE,TREATMENT,SX POST OP,OTHRINTAKS,2020-10-01,APP WNL,TREATMENT,2020-10-01
A1105334,CAT,DOMESTIC SH,CC 33,PENDING,FOSTER,RETURN,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-01
A1108357,DOG,BEAGLE,QD 24,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2020-10-02,APP WNL,EUTHANIZED,2020-10-13
A1108508,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-06,APP WNL,RETURNED TO OWNER,2020-10-06
A1114025,DOG,RAT TERRIER,LOST,IMPOUNDED,STRAY,WEB,,2021-02-03,NORMAL,LOST EXP,2021-03-06
A1111596,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-12-10,APP INJ,EUTHANIZED,2020-12-10
A1109337,CAT,DOMESTIC SH,N08,IMPOUNDED,STRAY,OTC,OTHRINTAKS,2020-10-21,UNDERAGE,EUTHANIZED,2020-10-21
A1108463,CAT,DOMESTIC SH,AC 021,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-05,APP WNL,TRANSFER,2020-10-08
A1110103,CAT,DOMESTIC SH,AC 029,UNAVAILABLE,OWNER SURRENDER,APPOINT,OTHRINTAKS,2020-11-07,APP WNL,ADOPTION,2020-11-20
A1111033,DOG,POODLE TOY,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-11-26,APP WNL,RETURNED TO OWNER,2020-11-26
A1108229,WILDLIFE,OPOSSUM,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-10-01,APP INJ,EUTHANIZED,2020-10-01
A1109069,CAT,DOMESTIC SH,CC 30,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-31,APP WNL,ADOPTION,2020-10-31
A1108533,DOG,GERM SHEPHERD,AD 002,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-06,APP WNL,ADOPTION,2020-10-11
A1108376,CAT,DOMESTIC SH,VT 11,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-03,APP INJ,EUTHANIZED,2020-10-04
A1108473,DOG,PIT BULL,AD 048,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-05,APP INJ,FOSTER,2020-10-17
A1079383,DOG,POINTER,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-10-20,APP WNL,TREATMENT,2020-10-20
A1108235,CAT,DOMESTIC SH,INCU 05,UNAVAILABLE,STRAY,OTC,OTHRINTAKS,2020-10-01,UNDERAGE,FOSTER,2020-10-01
A1108284,DOG,MALTESE,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-01
A0878645,DOG,LABRADOR RETR,VIP17,UNAVAILABLE,OWNER SURRENDER,APPOINT,MEDICAL,2020-10-01,APP SICK,ADOPTION,2020-10-11
A1104642,CAT,DOMESTIC SH,CC 30,AVAILABLE,FOSTER,RETURN,OTHER,2020-10-02,APP WNL,ADOPTION,2020-10-02
A1108121,DOG,CHIHUAHUA SH,DC 21,UNAVAILABLE,TRANSFER,TREATMENT,OTHER,2020-10-01,APP SICK,RETURNED TO OWNER,2020-10-02
A1108286,DOG,PIT BULL,LFD 016,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-04
A1106399,CAT,DOMESTIC SH,CC 30,PENDING,FOSTER,RETURN,OTHRINTAKS,2020-10-15,APP WNL,ADOPTION,2020-10-15
A1108446,DOG,CAIRN TERRIER,LFSD 08,IMPOUNDED,OWNER SURRENDER,APPOINT,FINANCIAL,2020-10-05,APP WNL,ADOPTION,2020-10-06
A1108952,DOG,POMERANIAN,LFSD 16,UNAVAILABLE,STRAY,OTC,OTHRINTAKS,2020-10-14,APP WNL,ADOPTION,2020-10-15
A1108246,DOG,GERM SHEPHERD,AD 059,AVAILABLE,STRAY,AT LARGE,OTHER,2020-10-01,APP WNL,ADOPTION,2020-10-06
A1104220,DOG,PIT BULL,INJD 010,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-10-06,APP WNL,TREATMENT,2020-10-06
A1108363,DOG,GERM SHEPHERD,DC 06,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-03,APP WNL,RETURNED TO OWNER,2020-10-07
A1108447,DOG,CAIRN TERRIER,LFSD 09,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2020-10-05,APP WNL,ADOPTION,2020-10-06
A1109834,DOG,CHIHUAHUA SH,LFSD 17,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-11-01,APP WNL,ADOPTION,2020-11-06
A1111181,DOG,PIT BULL,F3,AVAILABLE,TREATMENT,FOLLOWUP,MEDICAL,2020-12-20,APP INJ,TREATMENT,2020-12-20
A1109056,DOG,LABRADOR RETR,NMOMS 2,UNAVAILABLE,STRAY,OTC,OTHRINTAKS,2020-10-16,UNDERAGE,TRANSFER,2020-10-17
A1056377,DOG,SIBERIAN HUSKY,206009-01,IMPOUNDED,STRAY,CONFINED,OTHER,2021-02-08,APP WNL,RETURNED TO OWNER,2021-02-08
A1105674,DOG,OLD ENG BULLDOG,AD 010,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2020-11-24,APP WNL,EUTHANIZED,2020-11-26
A1107848,CAT,DOMESTIC SH,CC 25,PENDING,FOSTER,TREATMENT,MEDICAL,2020-10-20,APP WNL,ADOPTION,2020-10-20
A1108247,DOG,LABRADOR RETR,VT 11,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,CRITICAL,DIED,2020-10-02
A1108330,DOG,PIT BULL,DC 02,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-02,APP WNL,ADOPTION,2020-10-06
A1108625,DOG,ENG BULLDOG,AD 009,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-07,APP WNL,FOSTER,2020-10-19
A1109777,DOG,PIT BULL,INJD 012,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-11-15,APP WNL,TREATMENT,2020-11-15
A1108715,DOG,SIBERIAN HUSKY,AD 073,UNAVAILABLE,OWNER SURRENDER,FIELD,OTHRINTAKS,2020-10-21,APP WNL,ADOPTION,2020-10-25
A1106559,CAT,DOMESTIC SH,CC 29,PENDING,FOSTER,RETURN,OTHRINTAKS,2020-10-17,APP WNL,ADOPTION,2020-10-17
A1108724,CAT,DOMESTIC SH,K13,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-09,APP SICK,TRANSFER,2020-10-10
A1105735,CAT,DOMESTIC SH,CC 29,PENDING,FOSTER,RETURN,OTHER,2020-10-02,APP WNL,ADOPTION,2020-10-02
A1108248,DOG,PIT BULL,LFD 008,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-02
A1109369,DOG,PIT BULL,AD 053,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-21,APP WNL,TRANSFER,2020-10-29
A1108362,DOG,MIN PINSCHER,DC 03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-03,APP WNL,RETURNED TO OWNER,2020-10-04
A1103231,DOG,PIT BULL,INJD 005,IMPOUNDED,OWNER SURRENDER,ALUMNI,MEDICAL,2020-10-04,APP SICK,RETURNED TO OWNER,2020-10-04
A1041065,DOG,BEAGLE,LFSD 12,UNAVAILABLE,OWNER SURRENDER,FIELD,OTHRINTAKS,2020-12-31,APP WNL,ADOPTION,2021-01-01
A1053383,DOG,PIT BULL,VIP07,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-04,APP WNL,ADOPTION,2020-10-10
A1039372,DOG,LABRADOR RETR,LFD 078,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-10-10,APP WNL,RETURNED TO OWNER,2020-10-10
A1106634,DOG,SHIBA INU,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2020-10-10,APP WNL,TREATMENT,2020-10-10
A1108175,CAT,DOMESTIC SH,VT 01,IMPOUNDED,OWNER SURRENDER,OTC,MEDICAL,2020-10-11,APP INJ,EUTHANIZED,2020-10-11
A1092770,DOG,PIT BULL,INJD 012,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-10-07,APP WNL,TREATMENT,2020-10-07
A1106996,CAT,DOMESTIC SH,F3,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-16,APP WNL,ADOPTION,2020-10-17
A1108581,DOG,BASENJI,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-07,APP WNL,RETURNED TO OWNER,2020-10-07
A1108331,DOG,SHIH TZU,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-02,APP WNL,RETURNED TO OWNER,2020-10-02
A1109096,CAT,DOMESTIC SH,FOSTER,AVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-16,APP SICK,FOSTER,2020-10-20
A0920549,DOG,AM PIT BULL TER,QD 23,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2020-12-06,APP WNL,RETURNED TO OWNER,2020-12-20
A1092502,DOG,CHIHUAHUA SH,INJD 013,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-11-01,APP WNL,TREATMENT,2020-11-02
A1109251,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-19,APP SICK,EUTHANIZED,2020-10-19
A1108448,DOG,CAIRN TERRIER,LFSD 09,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2020-10-05,APP WNL,ADOPTION,2020-10-06
A1108379,DOG,PIT BULL,LFD 033,AVAILABLE,OWNER SURRENDER,APPOINT,MEDICAL,2020-10-03,APP WNL,EUTHANIZED,2020-10-04
A1105238,CAT,DOMESTIC SH,FOSTER,UNAVAILABLE,FOSTER,FOR ADOPT,OTHER,2020-10-06,APP WNL,ADOPTION,2020-10-06
A1109930,DOG,PIT BULL,PUPS 1,IMPOUNDED,KEEPSAFE,OWN ARREST,OTHER,2020-11-03,APP WNL,RETURNED TO OWNER,2020-11-06
A1106593,CAT,DOMESTIC SH,N04,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-02,APP WNL,FOSTER,2020-10-03
A1106560,CAT,DOMESTIC SH,CC 30,PENDING,FOSTER,RETURN,OTHRINTAKS,2020-10-17,APP WNL,ADOPTION,2020-10-17
A1108529,CAT,DOMESTIC SH,N01,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-06,UNDERAGE,TRANSFER,2020-10-07
A1109704,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-29,APP WNL,RETURNED TO OWNER,2020-10-29
A1108386,DOG,LABRADOR RETR,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-03,APP WNL,RETURNED TO OWNER,2020-10-03
A1108387,CAT,DOMESTIC SH,CC 21,UNAVAILABLE,FOSTER,FOR ADOPT,OTHER,2020-11-10,APP WNL,ADOPTION,2020-11-10
A1108708,WILDLIFE,RABBIT SH,VT 02,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-09,APP SICK,DIED,2020-10-09
A1110051,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-11-06,APP WNL,ADOPTION,2020-11-10
A1107084,DOG,CAIRN TERRIER,INJD 014,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2020-10-02,APP WNL,TREATMENT,2020-10-02
A1108414,DOG,DACHSHUND LH,DC 02,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-04,APP WNL,RETURNED TO OWNER,2020-10-08
A1108994,DOG,PIT BULL,FREEZER,UNAVAILABLE,OWNER SURRENDER,FIELD,OTHER,2020-10-14,DECEASED,TRANSFER,2020-10-15
A1108053,CAT,DOMESTIC SH,CC 26,PENDING,FOSTER,TREATMENT,MEDICAL,2020-11-10,APP WNL,ADOPTION,2020-11-10
A1109661,DOG,GERM SHEPHERD,LFD 003,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-10-28,APP WNL,RETURNED TO OWNER,2020-10-29
A1108623,DOG,CAIRN TERRIER,DC 03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-07,APP WNL,ADOPTION,2020-10-11
A1108289,DOG,BORDER COLLIE,DC 10,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-02,APP WNL,TRANSFER,2020-10-02
A1105382,DOG,PIT BULL,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-10-06,APP WNL,TREATMENT,2020-10-06
A1108254,CAT,DOMESTIC SH,INCU 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-01,UNDERAGE,TRANSFER,2020-10-02
A1112324,DOG,GERM SHEPHERD,DC 05,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-12-29,APP WNL,ADOPTION,2021-01-02
A1108297,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,KEEPSAFE,OWN ARREST,OTHER,2020-10-02,APP WNL,RETURNED TO OWNER,2020-10-02
A1108561,CAT,DOMESTIC SH,N04,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2020-10-07,APP WNL,TRANSFER,2020-10-08
A1108560,CAT,DOMESTIC SH,AC 033,UNAVAILABLE,OWNER SURRENDER,FIELD,PERSNLISSU,2020-10-07,APP WNL,RETURNED TO OWNER,2020-10-11
A1108536,WILDLIFE,OPOSSUM,LAB 01,UNAVAILABLE,WILDLIFE,NON-RABIES,OTHER,2020-10-06,CRITICAL,EUTHANIZED,2020-10-06
A1108828,DOG,LABRADOR RETR,DC 06,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-12,APP WNL,ADOPTION,2020-10-17
A1108343,DOG,CAIRN TERRIER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-02,APP WNL,RETURNED TO OWNER,2020-10-02
A1108243,CAT,DOMESTIC SH,K13,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-01,APP SICK,TRANSFER,2020-10-02
A1111296,CAT,DOMESTIC SH,LFC 037,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2020-12-03,APP WNL,TRANSFER,2020-12-03
A1108513,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-06,APP WNL,RETURNED TO OWNER,2020-10-06
A1108968,CAT,DOMESTIC SH,CC 23,PENDING,TREATMENT,SPAY/NEUT,MEDICAL,2020-11-10,APP WNL,TREATMENT,2020-11-10
A1109247,CAT,DOMESTIC SH,LFC 027,UNAVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2020-10-19,APP WNL,TRANSFER,2020-10-25
A1111499,DOG,PIT BULL,DC 05,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-12-08,APP WNL,RETURNED TO OWNER,2020-12-10
A1092503,DOG,CHIHUAHUA SH,INJD 013,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-10-11,APP WNL,TREATMENT,2020-10-11
A1105958,CAT,DOMESTIC SH,F1,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-10-03,APP WNL,ADOPTION,2020-10-04
A1108252,DOG,PIT BULL,AD 072,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-01,APP WNL,RETURNED TO OWNER,2020-10-13
A1107025,CAT,DOMESTIC SH,CC 34,PENDING,TREATMENT,SPAY/NEUT,MEDICAL,2020-10-13,APP WNL,TREATMENT,2020-10-13
A1090382,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-13,APP WNL,RETURNED TO OWNER,2020-10-13
A1108334,DOG,DACHSHUND,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-10-02,APP INJ,RETURNED TO OWNER,2020-10-02
A1108256,DOG,LABRADOR RETR,DC 04,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-01,APP WNL,ADOPTION,2020-10-04
A1108814,WILDLIFE,OPOSSUM,RECEIVING,IMPOUNDED,WILDLIFE,NON-RABIES,OTHER,2020-10-11,APP WNL,WILDLIFE,2020-10-11
A1107635,DOG,GERM SHEPHERD,VIP13,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-10-05,APP INJ,TRANSFER,2020-10-11
A1109053,DOG,LABRADOR RETR,NMOMS 2,UNAVAILABLE,STRAY,OTC,OTHRINTAKS,2020-10-16,UNDERAGE,TRANSFER,2020-10-17
A1109773,CAT,DOMESTIC SH,AC 009,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2020-10-31,APP WNL,ADOPTION,2020-11-06
A1110292,DOG,CATAHOULA,AD 022,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-11-10,APP INJ,ADOPTION,2020-11-15
A1108973,CAT,DOMESTIC SH,FOSTER,AVAILABLE,OWNER SURRENDER,FIELD,FINANCIAL,2020-10-14,APP WNL,FOSTER,2020-10-15
A1108476,CAT,DOMESTIC SH,N04,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-05,APP WNL,TRANSFER,2020-10-07
A1108860,DOG,PIT BULL,LFD 010,LAB,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-10-12,APP WNL,EUTHANIZED,2020-10-15
A1108404,CAT,DOMESTIC SH,RECEIVING,LAB,STRAY,AT LARGE,OTHRINTAKS,2020-10-03,CRITICAL,EUTHANIZED,2020-10-03
A1108271,DOG,PIT BULL,AD 044,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-10-01,APP WNL,ADOPTION,2020-10-07
A1109559,DOG,LABRADOR RETR,LFD 135,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2020-10-26,APP WNL,TRANSFER,2020-10-29
A1108157,DOG,GERM SHEPHERD,VIP07,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-10-29,APP WNL,RETURNED TO OWNER,2020-11-02
A1114275,CAT,DOMESTIC SH,LFC 042,AVAILABLE,FOSTER,TREATMENT,MEDICAL,2021-02-21,APP WNL,ADOPTION,2021-02-22
A1090382,DOG,LABRADOR RETR,VIP06,UNAVAILABLE,FOSTER,FOR ADOPT,OTHER,2020-11-10,APP WNL,ADOPTION,2020-11-10
A1108576,DOG,ALASKAN HUSKY,DC 07,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-07,APP WNL,TRANSFER,2020-10-11
A1117661,CAT,DOMESTIC SH,INCU 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2021-04-08,APP WNL,TRANSFER,2021-04-09
A1111029,WILDLIFE,OPOSSUM,RECEIVING,IMPOUNDED,WILDLIFE,NON-RABIES,OTHRINTAKS,2020-11-26,CRITICAL,EUTHANIZED,2020-11-26
A1108340,DOG,PIT BULL,DC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-10-02,APP WNL,RETURNED TO OWNER,2020-10-03
A1122417,DOG,TOY FOX TERRIER,LFSD 16,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2021-06-09,APP WNL,RETURNED TO OWNER,2021-06-10
A1109296,CAT,DOMESTIC SH,AC 025,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2020-10-20,APP INJ,ADOPTION,2020-10-29
