Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1137336,DOG,LABRADOR RETR,AD 020,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,TRANSFER,2022-01-17
A1137337,DOG,AUST CATTLE DOG,LFD 101,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-08
A1137337,DOG,AUST CATTLE DOG,QD 08,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-01-18,APP WNL,EUTHANIZED,2022-01-27
A1137338,DOG,AM PIT BULL TER,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-02
A1137339,DOG,POODLE STND,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,FOUND EXP,2022-02-02
A1137340,DOG,LABRADOR RETR,LFSD 02,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137342,DOG,PIT BULL,AD 088,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-17
A1137345,DOG,SHIH TZU,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-02
A1137346,DOG,LABRADOR RETR,AD 013,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-02,APP WNL,TRANSFER,2022-01-17
A1137348,DOG,SHIH TZU,LFSD 17,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP INJ,TRANSFER,2022-01-06
A1137349,WILDLIFE,RABBIT SH,VIP03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-07
A1137350,WILDLIFE,RABBIT SH,VIP03,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-08
A1137351,WILDLIFE,RABBIT SH,VIP03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-06
A1137352,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-02
A1137355,DOG,PIT BULL,DC 05,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-06
A1137356,DOG,ST BERNARD SMTH,126005-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP INJ,RETURNED TO OWNER,2022-01-02
A1137357,DOG,CHIHUAHUA SH,DC 09,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-06
A1137359,WILDLIFE,GUINEA PIG,VIP03,AVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137360,WILDLIFE,GUINEA PIG,VIP03,AVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-06
A1137361,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137362,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137363,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137364,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137365,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137366,WILDLIFE,GUINEA PIG,VIP03,UNAVAILABLE,OWNER SURRENDER,APPOINT,FINANCIAL,2022-01-02,APP WNL,ADOPTION,2022-01-05
A1137368,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP INJ,EUTHANIZED,2022-01-03
A1137369,DOG,LABRADOR RETR,AD 048,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-02,APP WNL,ADOPTION,2022-01-15
A1137370,DOG,POODLE MIN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-30,NORMAL,LOST EXP,2022-02-02
A1137371,DOG,PIT BULL,FOUND,IMPOUNDED,STRAY,WEB,,2021-12-30,NORMAL,FOUND EXP,2022-02-02
A1137373,DOG,AM PIT BULL TER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-02
A1137374,DOG,BOXER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-30,NORMAL,LOST EXP,2022-02-02
A1137375,DOG,DACHSHUND,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,FOUND EXP,2022-02-02
A1137377,DOG,LHASA APSO,QD 14,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-01-02,APP WNL,EUTHANIZED,2022-01-14
A1137380,DOG,PIT BULL,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-02,NORMAL,FOUND EXP,2022-02-02
A1137381,DOG,SHIH TZU,LOST,IMPOUNDED,STRAY,WEB,,2021-12-29,NORMAL,LOST EXP,2022-02-02
A1137384,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2022-01-02,NORMAL,LOST EXP,2022-02-02
A1137385,DOG,PIT BULL,FOUND,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,FOUND EXP,2022-02-02
A1137387,DOG,AUST SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2021-12-03,NORMAL,LOST EXP,2022-02-03
A1137392,DOG,SHIH TZU,LFSD 23,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-08
A1137392,DOG,SHIH TZU,LFD 082,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-03-26,APP WNL,ADOPTION,2022-04-01
A1137393,DOG,CHIHUAHUA LH,LFD 140,UNAVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2022-04-05,APP WNL,ADOPTION,2022-04-11
A1137393,DOG,CHIHUAHUA LH,LFSD 07,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-04
A1137394,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP SICK,DIED,2022-01-03
A1137395,DOG,PIT BULL,LAB 04,LAB,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,EUTHANIZED,2022-01-15
A1137396,DOG,GERM SHEPHERD,LFD 012,UNAVAILABLE,OWNER SURRENDER,PICK UP,FINANCIAL,2022-01-03,APP WNL,ADOPTION,2022-01-06
A1137397,DOG,GERM SHEPHERD,AD 019,UNAVAILABLE,OWNER SURRENDER,PICK UP,FINANCIAL,2022-01-03,APP WNL,TRANSFER,2022-01-17
A1137398,DOG,CHIHUAHUA SH,LFSD 05,AVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-09
A1137398,DOG,CHIHUAHUA SH,INJD 013,AVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-02-13,APP WNL,TREATMENT,2022-02-13
A1137398,DOG,CHIHUAHUA SH,VT 07,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-04-24,APP WNL,TREATMENT,2022-04-25
A1137398,DOG,CHIHUAHUA SH,INJD 010,AVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-03-20,APP WNL,TREATMENT,2022-03-21
A1137399,DOG,YORKSHIRE TERR,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,FOUND EXP,2022-02-03
A1137401,DOG,PIT BULL,LFD 022,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-08
A1137404,CAT,DOMESTIC SH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-03
A1137406,DOG,SCHNAUZER STAND,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-03
A1137407,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-03
A1137408,DOG,DACHSHUND,DC 04,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-07
A1137409,DOG,DALMATIAN,DC 01,UNAVAILABLE,STRAY,LEFT AT,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-06
A1137410,DOG,ALASKAN HUSKY,LFD 021,LAB,OWNER SURRENDER,WALK IN,BEHAVIOR,2022-01-03,APP WNL,EUTHANIZED,2022-01-05
A1137411,DOG,PIT BULL,PUPS 1,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,RETURNED TO OWNER,2022-01-06
A1137411,DOG,PIT BULL,LFD 128,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-04-08,APP WNL,RETURNED TO OWNER,2022-04-12
A1137412,DOG,COCKER SPAN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-03
A1137413,DOG,POODLE MIN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-30,NORMAL,LOST EXP,2022-02-03
A1137415,DOG,PIT BULL,LAB 01,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,EUTHANIZED,2022-02-22
A1137416,DOG,GREAT DANE,LFD 020,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,RETURNED TO OWNER,2022-01-03
A1137417,DOG,DACHSHUND,LOST,IMPOUNDED,STRAY,WEB,,2021-12-19,NORMAL,LOST EXP,2022-02-03
A1137418,DOG,GREAT PYRENEES,AD 050,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-15
A1137419,DOG,GERM SHEPHERD,186035-01,IMPOUNDED,OWNER SURRENDER,URGENT,MEDICAL,2022-01-03,APP INJ,EUTHANIZED,2022-01-03
A1137420,DOG,PIT BULL,AD 045,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-23
A1137420,DOG,PIT BULL,AD 024,UNAVAILABLE,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-02-07,APP WNL,ADOPTION,2022-02-22
A1137420,DOG,PIT BULL,VIP14,UNAVAILABLE,OWNER SURRENDER,WALK IN,PERSNLISSU,2022-03-23,APP WNL,ADOPTION,2022-04-16
A1137420,DOG,PIT BULL,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-05-28,APP WNL,TREATMENT,2022-05-28
A1137420,DOG,PIT BULL,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-07-30,APP WNL,TREATMENT,2022-07-31
A1137420,DOG,PIT BULL,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-06-30,APP WNL,TREATMENT,2022-06-30
A1137422,DOG,LABRADOR RETR,DC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,ADOPTION,2022-01-05
A1137423,DOG,BICHON FRISE,LOST,IMPOUNDED,STRAY,WEB,,2022-01-02,NORMAL,LOST EXP,2022-02-03
A1137424,DOG,ALASKAN HUSKY,DC 16,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,APP WNL,TRANSFER,2022-01-07
A1137425,DOG,MALTESE,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-03,CRITICAL,EUTHANIZED,2022-01-03
A1137430,DOG,CHIHUAHUA SH,AD 092,UNAVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-01-03,APP WNL,ADOPTION,2022-01-06
A1137431,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-24,NORMAL,LOST EXP,2022-02-03
A1137432,DOG,POMERANIAN,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-03,NORMAL,FOUND EXP,2022-02-03
A1137433,DOG,POODLE MIN,QD 19,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-01-03,APP WNL,RETURNED TO OWNER,2022-01-10
A1137435,DOG,PIT BULL,VIP20,UNAVAILABLE,OWNER SURRENDER,URGENT,PERSNLISSU,2022-01-04,APP WNL,ADOPTION,2022-02-05
A1137435,DOG,PIT BULL,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-05-24,APP WNL,TREATMENT,2022-05-25
A1137435,DOG,PIT BULL,INJD 010,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-04-20,APP WNL,TREATMENT,2022-04-20
A1137436,DOG,PIT BULL,DC 06,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-01-03,APP WNL,RETURNED TO OWNER,2022-01-14
A1137437,DOG,GERM SHEPHERD,LFD 009,IMPOUNDED,OWNER SURRENDER,PICK UP,MEDICAL,2022-01-03,APP SICK,EUTHANIZED,2022-01-05
A1137442,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-03
A1137443,DOG,CANE CORSO,QD 07,LAB,STRAY,QUARANTINE,OTHRINTAKS,2022-01-03,APP INJ,EUTHANIZED,2022-01-31
A1137447,DOG,BULL TERRIER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-28,NORMAL,LOST EXP,2022-02-03
A1137448,DOG,PIT BULL,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-03
A1137452,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2021-11-02,NORMAL,LOST EXP,2022-02-03
A1137453,CAT,DOMESTIC SH,LFC 013,AVAILABLE,STRAY,QUARANTINE,OTHRINTAKS,2022-01-04,APP WNL,SNR,2022-01-16
A1137454,DOG,PIT BULL,AD 053,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-15
A1137456,DOG,GREAT PYRENEES,LOST,IMPOUNDED,STRAY,WEB,,2022-01-03,NORMAL,LOST EXP,2022-02-04
A1137457,CAT,DOMESTIC MH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-23,NORMAL,LOST EXP,2022-02-04
A1137458,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-03,NORMAL,FOUND EXP,2022-02-04
A1137460,DOG,PIT BULL,FOUND,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,FOUND EXP,2022-02-04
A1137461,DOG,PIT BULL,LFD 014,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-10
A1137461,DOG,PIT BULL,VIP13,UNAVAILABLE,OWNER SURRENDER,WALK IN,BEHAVIOR,2022-04-04,APP WNL,ADOPTION,2022-04-21
A1137461,DOG,PIT BULL,7A,UNAVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2022-03-10,APP WNL,ADOPTION,2022-03-29
A1137462,DOG,SIBERIAN HUSKY,DC 21,PENDING,FOSTER,RETURN,OTHRINTAKS,2022-02-20,APP WNL,ADOPTION,2022-02-20
A1137462,DOG,SIBERIAN HUSKY,NMOMS 3,PENDING,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,FOSTER,2022-01-10
A1137462,DOG,SIBERIAN HUSKY,K16,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2022-01-27,APP SICK,FOSTER,2022-02-01
A1137463,DOG,SIBERIAN HUSKY,K15,UNAVAILABLE,FOSTER,RETURN,OTHRINTAKS,2022-01-27,APP SICK,EUTHANIZED,2022-01-28
A1137463,DOG,SIBERIAN HUSKY,NMOMS 3,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,FOSTER,2022-01-10
A1137464,DOG,SIBERIAN HUSKY,NMOMS 3,PENDING,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,FOSTER,2022-01-10
A1137464,DOG,SIBERIAN HUSKY,K16,PENDING,FOSTER,RETURN,OTHRINTAKS,2022-01-27,APP SICK,FOSTER,2022-02-01
A1137464,DOG,SIBERIAN HUSKY,DC 21,PENDING,FOSTER,RETURN,OTHRINTAKS,2022-02-20,APP WNL,ADOPTION,2022-02-20
A1137465,DOG,SIBERIAN HUSKY,DC 21,PENDING,FOSTER,RETURN,OTHRINTAKS,2022-02-20,APP WNL,ADOPTION,2022-02-20
A1137465,DOG,SIBERIAN HUSKY,K16,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2022-01-27,APP SICK,FOSTER,2022-02-01
A1137465,DOG,SIBERIAN HUSKY,NMOMS 3,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,FOSTER,2022-01-10
A1137466,DOG,GREAT PYRENEES,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137467,DOG,AM PIT BULL TER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-04
A1137468,CAT,DOMESTIC MH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-22,NORMAL,LOST EXP,2022-02-04
A1137469,DOG,BULL TERR MIN,LFD 030,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-09
A1137470,DOG,GREAT PYRENEES,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137471,DOG,AM PIT BULL TER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-04
A1137472,CAT,DOMESTIC MH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-22,NORMAL,LOST EXP,2022-02-04
A1137473,CAT,DOMESTIC SH,LFC 091,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,FOSTER,2022-01-08
A1137473,CAT,DOMESTIC SH,FOSTER,PENDING,FOSTER,RETURN,OTHER,2022-01-15,APP WNL,FOSTER,2022-01-15
A1137473,CAT,DOMESTIC SH,IC 24,AVAILABLE,FOSTER,RETURN,OTHER,2022-02-11,APP WNL,FOSTER,2022-02-14
A1137473,CAT,DOMESTIC SH,FOSTER,PENDING,FOSTER,RETURN,OTHER,2022-04-16,APP WNL,ADOPTION,2022-04-16
A1137474,CAT,DOMESTIC SH,LFC 045,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,EUTHANIZED,2022-01-09
A1137475,DOG,HAVANESE,LFD 053,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-10
A1137476,DOG,LHASA APSO,VT 04,IMPOUNDED,OWNER SURRENDER,URGENT,MEDICAL,2022-01-04,APP SICK,EUTHANIZED,2022-01-04
A1137477,DOG,CHIHUAHUA SH,DC 09,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-08
A1137477,DOG,CHIHUAHUA SH,INJD 014,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-02-08,APP WNL,TREATMENT,2022-02-08
A1137477,DOG,CHIHUAHUA SH,INJD 012,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-04-17,APP WNL,TREATMENT,2022-04-18
A1137477,DOG,CHIHUAHUA SH,INJD 014,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-03-15,APP WNL,TREATMENT,2022-03-15
A1137478,DOG,SIBERIAN HUSKY,LOST,IMPOUNDED,STRAY,WEB,,2021-12-17,NORMAL,LOST EXP,2022-02-04
A1137479,DOG,AMER BULLDOG,PSDOG 18,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP INJ,ADOPTION,2022-03-27
A1137480,CAT,DOMESTIC SH,LOST,IMPOUNDED,STRAY,WEB,,2021-12-10,NORMAL,LOST EXP,2022-02-04
A1137483,DOG,GREAT PYRENEES,AD 031,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,CRITICAL,ADOPTION,2022-01-23
A1137483,DOG,GREAT PYRENEES,LFD 117,AVAILABLE,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-01-23,APP WNL,ADOPTION,2022-01-26
A1137483,DOG,GREAT PYRENEES,INJD 009,AVAILABLE,TREATMENT,HEART WORM,NOTRIGHTFT,2022-03-01,APP WNL,TREATMENT,2022-03-01
A1137483,DOG,GREAT PYRENEES,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-04-04,APP WNL,TREATMENT,2022-04-04
A1137483,DOG,GREAT PYRENEES,INJD 011,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-05-02,APP WNL,TREATMENT,2022-05-03
A1137484,DOG,LABRADOR RETR,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP SICK,EUTHANIZED,2022-01-04
A1137485,DOG,YORKSHIRE TERR,DC 10,IMPOUNDED,OWNER SURRENDER,URGENT,HOUSING,2022-01-04,APP WNL,RETURNED TO OWNER,2022-01-05
A1137486,DOG,GERM SHEPHERD,INJD 001,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP INJ,TRANSFER,2022-01-11
A1137488,DOG,GERM SHEPHERD,LFD 029,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,RETURNED TO OWNER,2022-01-05
A1137488,DOG,GERM SHEPHERD,DC 04,EU RISK,OWNER SURRENDER,URGENT,PERSNLISSU,2022-07-05,APP SICK,ADOPTION,2022-07-12
A1137489,DOG,GERM SHEPHERD,DC 05,EU RISK,OWNER SURRENDER,URGENT,PERSNLISSU,2022-07-05,APP SICK,ADOPTION,2022-07-08
A1137489,DOG,GERM SHEPHERD,LFD 041,IMPOUNDED,STRAY,AT LARGE,OTHER,2022-01-04,APP WNL,RETURNED TO OWNER,2022-01-05
A1137491,DOG,MIN PINSCHER,LOST,IMPOUNDED,STRAY,WEB,,2021-12-17,NORMAL,LOST EXP,2022-02-04
A1137493,DOG,CANE CORSO,206007-01,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-01-04,APP WNL,RETURNED TO OWNER,2022-01-04
A1137493,DOG,CANE CORSO,QD 08,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-07-25,APP WNL,EUTHANIZED,2022-07-26
A1137494,DOG,PIT BULL,DC 26,AVAILABLE,OWNER SURRENDER,PICK UP,BEHAVIOR,2022-02-02,APP WNL,RETURNED TO OWNER,2022-02-05
A1137495,DOG,GERM SHEPHERD,DC 25,IMPOUNDED,OWNER SURRENDER,PICK UP,BEHAVIOR,2022-02-02,APP WNL,RETURNED TO OWNER,2022-02-05
A1137496,DOG,POODLE MIN,OFFICE,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP SICK,TRANSFER,2022-01-06
A1137497,DOG,POODLE MIN,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP SICK,EUTHANIZED,2022-01-04
A1137498,DOG,BELG MALINOIS,LFD 046,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP INJ,ADOPTION,2022-01-11
A1137500,DOG,AUST CATTLE DOG,DC 21,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-09
A1137504,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2021-11-02,NORMAL,LOST EXP,2022-02-04
A1137505,DOG,ALASKAN HUSKY,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,FOUND EXP,2022-02-04
A1137506,DOG,LABRADOR RETR,AD 039,AVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-01-04,APP WNL,FOSTER,2022-01-16
A1137506,DOG,LABRADOR RETR,VT 01,AVAILABLE,TREATMENT,FOLLOWUP,HOUSING,2022-02-08,APP WNL,TREATMENT,2022-02-08
A1137506,DOG,LABRADOR RETR,FOSTER,PENDING,FOSTER,RETURN,OTHER,2022-02-10,APP WNL,ADOPTION,2022-02-10
A1137507,DOG,LABRADOR RETR,VIP18,UNAVAILABLE,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-01-04,APP WNL,ADOPTION,2022-02-05
A1137512,DOG,AUST CATTLE DOG,QD 20,LAB,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-01-04,APP WNL,EUTHANIZED,2022-01-27
A1137516,DOG,COCKER SPAN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-04
A1137517,DOG,BLACK MOUTH CUR,AD 017,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-01-18
A1137520,DOG,COCKER SPAN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-04
A1137521,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137522,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137524,DOG,COCKER SPAN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-04
A1137525,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137526,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-01-01,NORMAL,LOST EXP,2022-02-04
A1137527,DOG,PIT BULL,VIP09,AVAILABLE,STRAY,TRAP,OTHRINTAKS,2022-01-04,APP WNL,ADOPTION,2022-02-13
A1137528,DOG,SCHNAUZER STAND,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-03,NORMAL,FOUND EXP,2022-02-04
A1137529,CAT,DOMESTIC SH,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-04,NORMAL,FOUND EXP,2022-02-04
A1137530,CAT,DOMESTIC SH,FOUND,IMPOUNDED,STRAY,WEB,,2022-01-04,NORMAL,FOUND EXP,2022-02-04
A1137531,DOG,CHIHUAHUA LH,QD 03,LAB,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-01-05,APP WNL,EUTHANIZED,2022-01-27
A1137536,DOG,PIT BULL,LFD 048,UNAVAILABLE,OWNER SURRENDER,URGENT,PERSNLISSU,2022-01-05,APP WNL,ADOPTION,2022-01-08
A1137539,DOG,POMERANIAN,LOST,IMPOUNDED,STRAY,WEB,,2021-12-29,NORMAL,LOST EXP,2022-02-04
A1137542,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,STRAY,WEB,,2021-12-31,NORMAL,LOST EXP,2022-02-05
