Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A0703517,CAT,DOMESTIC SH,VT 12,IMPOUNDED,OWNER SURRENDER,EUTHANASIA REQUESTED,MEDICAL,2021-12-01,CRITICAL,EUTHANIZED,2021-12-01
A0705369,DOG,BORDER COLLIE,FREEZER,UNAVAILABLE,OWNER SURRENDER,WALK IN,MEDICAL,2021-12-23,APP SICK,EUTHANIZED,2021-12-23
A0711486,DOG,LABRADOR RETR,FOSTER,PENDING,FOSTER,RETURN,OTHER,2022-01-14,APP WNL,ADOPTION,2022-01-14
A0711486,DOG,LABRADOR RETR,LFSD 14,AVAILABLE,TRANSFER,OWNER SURR,OTHER,2021-12-01,APP WNL,FOSTER,2021-12-11
A0712281,DOG,SCHNAUZER MIN,FREEZER,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-03-22,CRITICAL,EUTHANIZED,2022-03-22
A0715875,DOG,AM PIT BULL TER,PCD 01,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-06-09,APP WNL,EUTHANIZED,2022-06-10
A0717641,DOG,ROTTWEILER,DC 06,EU RISK,OWNER SURRENDER,URGENT,BEHAVIOR,2021-10-13,APP WNL,RETURNED TO OWNER,2021-10-17
A0722893,DOG,BOXER,PCD 10,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2021-12-27,APP SICK,RETURNED TO OWNER,2021-12-27
A0728725,DOG,GERM SHEPHERD,LFD 055,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-01-05,APP WNL,RETURNED TO OWNER,2022-01-13
A0734514,DOG,PIT BULL,AD 074,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-04-27,APP SICK,TRANSFER,2022-05-02
A0737728,DOG,LHASA APSO,INJD 007,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-02-11,APP SICK,TRANSFER,2022-02-18
A0737987,DOG,PIT BULL,146005-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-06-09,APP INJ,EUTHANIZED,2022-06-09
A0742095,CAT,DOMESTIC SH,LFC 078,AVAILABLE,OWNER SURRENDER,WALK IN,OTHRINTAKS,2022-04-29,APP WNL,ADOPTION,2022-04-30
A0742314,DOG,LABRADOR RETR,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-01-04,APP WNL,TREATMENT,2022-01-04
A0742935,DOG,LABRADOR RETR,196007-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-14,APP WNL,RETURNED TO OWNER,2022-01-14
A0743281,CAT,DOMESTIC SH,QC 09,IMPOUNDED,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,2021-11-09,APP WNL,RETURNED TO OWNER,2021-11-16
A0755277,DOG,CHIHUAHUA SH,LFD 109,AVAILABLE,OWNER SURRENDER,WALK IN,PERSNLISSU,2022-04-02,APP WNL,ADOPTION,2022-04-08
A0756577,DOG,TOY FOX TERRIER,LFSD 16,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-06-18,APP WNL,RETURNED TO OWNER,2022-06-20
A0757838,DOG,GERM SHEPHERD,LAB 01,LAB,TRANSFER,STRAY,OTHRINTAKS,2022-06-06,APP WNL,EUTHANIZED,2022-06-17
A0763458,DOG,LABRADOR RETR,QD 29,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-05-27,APP WNL,RETURNED TO OWNER,2022-06-06
A0769235,DOG,PIT BULL,ID22B,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2021-11-07,APP WNL,RETURNED TO OWNER,2021-11-07
A0769235,DOG,PIT BULL,LFD 119,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-10-03,APP WNL,RETURNED TO OWNER,2021-10-05
A0770373,DOG,PIT BULL,PUPS 1,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-07-01,APP WNL,TRANSFER,2022-08-27
A0775997,DOG,GERM SHEPHERD,LFD 016,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-04-20,APP WNL,RETURNED TO OWNER,2022-04-21
A0778310,DOG,CHIHUAHUA SH,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2021-10-21,APP WNL,TREATMENT,2021-10-21
A0778310,DOG,CHIHUAHUA SH,VT 08,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2021-11-28,APP WNL,TREATMENT,2021-11-29
A0783805,DOG,LABRADOR RETR,AD 067,UNAVAILABLE,OWNER SURRENDER,URGENT,NOTRIGHTFT,2021-10-16,APP WNL,FOSTER,2021-10-25
A0783805,DOG,LABRADOR RETR,AD 067,UNAVAILABLE,FOSTER,RETURN,NOTRIGHTFT,2021-10-28,APP WNL,TRANSFER,2021-10-28
A0784913,DOG,MIXED BREED,OFFICE,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-09-10,APP WNL,ADOPTION,2022-10-29
A0785989,DOG,PIT BULL,AD 082,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-02-15,APP WNL,RETURNED TO OWNER,2022-02-28
A0787695,DOG,GERM SHEPHERD,LFD 079,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-09-14,APP WNL,RETURNED TO OWNER,2022-09-15
A0792560,DOG,PIT BULL,146004-01,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-06-25,APP SICK,RETURNED TO OWNER,2022-06-25
A0794144,DOG,PIT BULL,INJD 009,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-04-14,APP INJ,EUTHANIZED,2022-04-16
A0794596,DOG,CHIHUAHUA SH,LFSD 15,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-02-16,APP SICK,TRANSFER,2022-02-25
A0794663,DOG,CHIHUAHUA SH,AD 100,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-03-05,APP WNL,ADOPTION,2022-04-03
A0797536,DOG,GERM SHEPHERD,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2021-12-17,APP WNL,DIED,2022-01-09
A0797746,DOG,CAIRN TERRIER,VT 01,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2021-10-07,DECEASED,DISPOSAL,2021-10-08
A0797770,DOG,LABRADOR RETR,LFD 076,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2021-10-09,APP WNL,RETURNED TO OWNER,2021-10-15
A0797770,DOG,LABRADOR RETR,LFD 131,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-05-20,APP WNL,RETURNED TO OWNER,2022-05-28
A0799866,DOG,BASSET HOUND,LAB 02,LAB,OWNER SURRENDER,APPOINT,HOUSING,2021-11-08,APP WNL,EUTHANIZED,2021-11-20
A0800159,CAT,DOMESTIC SH,AC 017,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-08-29,APP WNL,ADOPTION,2022-08-31
A0804397,DOG,SHIH TZU,196007-01,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-01-07,APP WNL,RETURNED TO OWNER,2022-01-07
A0811546,DOG,PIT BULL,FREEZER,IMPOUNDED,OWNER SURRENDER,WALK IN,MEDICAL,2022-07-19,DECEASED,DISPOSAL,2022-07-19
A0813527,DOG,MIXED BREED,PUPS 1,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-09-19,APP WNL,FOSTER,2022-10-01
A0813739,DOG,POODLE MIN,VT 01,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-05-30,CRITICAL,EUTHANIZED,2022-06-01
A0814701,DOG,CHIHUAHUA SH,LFSD 16,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2021-10-08,APP WNL,TRANSFER,2021-10-09
A0814825,DOG,PIT BULL,DC 14,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-06-17,APP WNL,RETURNED TO OWNER,2022-06-21
A0815573,DOG,PIT BULL,206010-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-05-23,APP INJ,RETURNED TO OWNER,2022-05-23
A0816413,DOG,ALASKAN HUSKY,LFD 076,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-04-22,APP WNL,RETURNED TO OWNER,2022-04-23
A0817136,DOG,LABRADOR RETR,LAB 04,LAB,STRAY,AT LARGE,OTHRINTAKS,2021-12-11,APP WNL,EUTHANIZED,2021-12-24
A0817988,DOG,RAT TERRIER,LFSD 01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-01-02,APP WNL,RETURNED TO OWNER,2022-01-03
A0818217,DOG,SHIH TZU,LFD 025,IMPOUNDED,TRANSFER,STRAY,OTHRINTAKS,2021-12-23,APP WNL,RETURNED TO OWNER,2021-12-23
A0819218,DOG,PIT BULL,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-01-10,APP WNL,TREATMENT,2022-01-10
A0819218,DOG,PIT BULL,INJD 001,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2021-12-08,APP WNL,TREATMENT,2021-12-08
A0819218,DOG,PIT BULL,INJD 010,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-02-14,APP WNL,TREATMENT,2022-02-15
A0819935,DOG,PIT BULL,FREEZER,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2021-10-26,DECEASED,DISPOSAL,2021-10-27
A0822156,DOG,GOLDEN RETR,146007-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-09-05,APP WNL,RETURNED TO OWNER,2022-09-05
A0824446,DOG,LABRADOR RETR,096026-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-12-28,APP WNL,RETURNED TO OWNER,2021-12-28
A0824448,DOG,LABRADOR RETR,096026-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-12-28,APP WNL,RETURNED TO OWNER,2021-12-28
A0826118,DOG,GERM SHEPHERD,146005-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-07-02,APP WNL,RETURNED TO OWNER,2022-07-02
A0831097,DOG,GERM SHEPHERD,206009-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-10-13,APP INJ,RETURNED TO OWNER,2021-10-13
A0832360,DOG,MIN PINSCHER,AD 100,UNAVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2021-10-24,APP WNL,ADOPTION,2021-11-14
A0832360,DOG,MIN PINSCHER,LFSD 18,UNAVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-03-22,APP WNL,TRANSFER,2022-04-12
A0835443,DOG,PIT BULL,QD 15,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-04-10,APP WNL,RETURNED TO OWNER,2022-04-21
A0835444,DOG,PIT BULL,DC 05,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-04-10,APP WNL,RETURNED TO OWNER,2022-04-21
A0838689,DOG,LABRADOR RETR,146005-01,IMPOUNDED,STRAY,AT LARGE,OTHER,2022-06-28,APP WNL,RETURNED TO OWNER,2022-06-28
A0839820,DOG,CHIHUAHUA SH,VT 01,LAB,OWNER SURRENDER,URGENT,MEDICAL,2022-05-07,APP SICK,EUTHANIZED,2022-05-13
A0842366,DOG,MIXED BREED,AD 083,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-09-07,APP WNL,FOSTER,2022-10-15
A0851063,DOG,CAIRN TERRIER,LFSD 08,UNAVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2021-11-08,APP WNL,ADOPTION,2021-11-22
A0851522,DOG,CAIRN TERRIER,LFSD 15,AVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2022-09-10,APP WNL,ADOPTION,2022-09-16
A0853741,DOG,GERM SHEPHERD,LFD 076,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2021-10-09,APP WNL,RETURNED TO OWNER,2021-10-15
A0853741,DOG,GERM SHEPHERD,LFD 131,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-05-20,APP WNL,RETURNED TO OWNER,2022-05-28
A0857252,DOG,BLACK MOUTH CUR,VIP19,UNAVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-01-03,APP WNL,TRANSFER,2022-02-27
A0857362,DOG,CHOW CHOW,FREEZER,IMPOUNDED,OWNER SURRENDER,WALK IN,MEDICAL,2022-07-20,DECEASED,DISPOSAL,2022-07-20
A0858959,DOG,PIT BULL,QD 07,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-07-19,APP WNL,RETURNED TO OWNER,2022-07-29
A0858959,DOG,PIT BULL,QD 27,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-03-11,APP INJ,RETURNED TO OWNER,2022-03-19
A0862723,DOG,LABRADOR RETR,PUPS 3,EU RISK,OWNER SURRENDER,APPOINT,HOUSING,2022-08-10,APP WNL,TRANSFER,2022-08-26
A0863410,DOG,MIXED BREED,LFD 027,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-09-13,APP WNL,TRANSFER,2022-10-08
A0865228,DOG,LABRADOR RETR,LFD 031,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-09-27,APP WNL,RETURNED TO OWNER,2022-09-29
A0866305,DOG,PIT BULL,LFD 033,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-01-04,APP WNL,RETURNED TO OWNER,2022-01-10
A0866706,DOG,POMERANIAN,LFSD 16,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-03-10,APP WNL,ADOPTION,2022-03-11
A0869493,DOG,MIXED BREED,ID19A,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-08-17,APP WNL,TRANSFER,2022-09-07
A0870739,DOG,LABRADOR RETR,FREEZER,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2021-10-18,APP INJ,DIED,2021-10-18
A0871054,DOG,PIT BULL,VIP13,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-05-02,APP SICK,TRANSFER,2022-07-16
A0871790,DOG,MIXED BREED,AD 098,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-08-26,APP WNL,TRANSFER,2022-09-28
A0871848,DOG,LABRADOR RETR,LFSD 09,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-04-09,APP SICK,RETURNED TO OWNER,2022-04-16
A0872213,DOG,LABRADOR RETR,096026-01,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2021-12-20,APP WNL,RETURNED TO OWNER,2021-12-20
A0872224,DOG,PIT BULL,LAB 03,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-03-11,APP WNL,EUTHANIZED,2022-03-21
A0872410,DOG,ENG POINTER,PUPS 1,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2021-10-17,APP SICK,RETURNED TO OWNER,2021-10-19
A0873455,DOG,LABRADOR RETR,FREEZER,UNAVAILABLE,OWNER SURRENDER,URGENT,FINANCIAL,2021-12-08,APP SICK,EUTHANIZED,2021-12-12
A0874101,DOG,SHIH TZU,LFSD 15,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-12-23,APP WNL,RETURNED TO OWNER,2021-12-23
A0878046,DOG,LABRADOR RETR,F2,UNAVAILABLE,FOSTER,RETURN,OTHER,2022-02-01,APP WNL,TRANSFER,2022-02-01
A0878238,DOG,PIT BULL,LFD 021,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-09-05,APP WNL,RETURNED TO OWNER,2022-09-05
A0878645,DOG,LABRADOR RETR,AD 015,UNAVAILABLE,FOSTER,RETURN,MEDICAL,2021-10-28,APP WNL,TRANSFER,2021-10-28
A0879023,DOG,SCHNAUZER MIN,LFSD 19,UNAVAILABLE,OWNER SURRENDER,WALK IN,MEDICAL,2022-05-13,APP WNL,TRANSFER,2022-05-17
A0879183,DOG,CHOW CHOW,AD 087,UNAVAILABLE,OWNER SURRENDER,PICK UP,BEHAVIOR,2022-03-23,APP WNL,TRANSFER,2022-04-13
A0880347,DOG,GOLDEN RETR,AD 052,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-04-10,APP WNL,ADOPTION,2022-04-16
A0883160,DOG,DACHSHUND,LFD 056,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-04-06,APP WNL,RETURNED TO OWNER,2022-04-08
A0884451,DOG,GERM SHEPHERD,FREEZER,UNAVAILABLE,OWNER SURRENDER,EUTHANASIA REQUESTED,MEDICAL,2022-02-12,CRITICAL,EUTHANIZED,2022-02-12
A0885059,DOG,MALTESE,LFD 053,UNAVAILABLE,OWNER SURRENDER,URGENT,PERSNLISSU,2022-05-25,APP WNL,ADOPTION,2022-05-31
A0887129,DOG,RAT TERRIER,146004-01,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2021-11-17,APP WNL,RETURNED TO OWNER,2021-11-17
A0887129,DOG,RAT TERRIER,LFSD 17,IMPOUNDED,TRANSFER,STRAY,OTHRINTAKS,2021-11-24,APP WNL,RETURNED TO OWNER,2021-11-24
A0889068,DOG,BOXER,LFD 156,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-08-02,APP WNL,RETURNED TO OWNER,2022-08-02
A0889982,DOG,GERM SHEPHERD,QD 17,PRE-LAB,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-06-08,APP WNL,RETURNED TO OWNER,2022-06-21
A0891968,DOG,CHIHUAHUA SH,PCD 23,UNAVAILABLE,KEEPSAFE,OTHER,OTHER,2021-10-12,APP INJ,TRANSFER,2021-10-22
A0892710,DOG,LABRADOR RETR,LFD 132,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-05-05,APP WNL,RETURNED TO OWNER,2022-05-07
A0892710,DOG,LABRADOR RETR,LFD 117,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-03-30,APP WNL,RETURNED TO OWNER,2022-03-31
A0892710,DOG,LABRADOR RETR,LFD 039,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-08-23,APP WNL,RETURNED TO OWNER,2022-08-24
A0894774,DOG,PIT BULL,LFSD 10,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-05-31,APP WNL,ADOPTION,2022-06-06
A0895359,DOG,ALASKAN HUSKY,VIP25,UNAVAILABLE,OWNER SURRENDER,EUTHANASIA REQUESTED,MEDICAL,2021-10-09,APP SICK,EUTHANIZED,2021-11-04
A0895880,DOG,GERM SHEPHERD,OFFICE,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2021-12-04,APP INJ,TRANSFER,2022-02-13
A0897821,DOG,ROTTWEILER,FREEZER,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-06-08,APP WNL,EUTHANIZED,2022-06-09
A0897857,DOG,PIT BULL,186035-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-03-24,APP WNL,RETURNED TO OWNER,2022-03-24
A0897857,DOG,PIT BULL,096027-01,IMPOUNDED,STRAY,AT LARGE,OTHER,2021-11-23,APP WNL,RETURNED TO OWNER,2021-11-23
A0898102,DOG,CHIHUAHUA SH,LFD 056,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-03-22,APP WNL,ADOPTION,2022-03-31
A0898506,DOG,CAIRN TERRIER,LFD 053,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-07-14,APP WNL,ADOPTION,2022-07-21
A0900210,DOG,DOBERMAN PINSCH,AD 019,EU RISK,OWNER SURRENDER,WALK IN,PERSNLISSU,2022-08-16,APP WNL,FOSTER,2022-08-21
A0900210,DOG,DOBERMAN PINSCH,VIP13,EU RISK,OWNER SURRENDER,PICK UP,HOUSING,2022-05-04,APP WNL,ADOPTION,2022-07-07
A0902060,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2021-12-10,CRITICAL,EUTHANIZED,2021-12-10
A0902185,DOG,DACHSHUND,LFSD 14,UNAVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-01-03,APP WNL,ADOPTION,2022-01-14
A0902861,DOG,GERM SHEPHERD,QD 04,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2021-12-14,APP WNL,RETURNED TO OWNER,2021-12-24
A0903245,DOG,AMERICAN STAFF,206010-02,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-05-05,APP WNL,RETURNED TO OWNER,2022-05-05
A0903371,DOG,AMERICAN STAFF,AD 028,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-04-29,APP WNL,ADOPTION,2022-05-15
A0903371,DOG,AMERICAN STAFF,LFD 020,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2021-11-26,APP INJ,RETURNED TO OWNER,2021-11-27
A0903371,DOG,AMERICAN STAFF,AD 018,UNAVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2021-10-28,APP WNL,ADOPTION,2021-11-08
