Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1089668,DOG,AUST CATTLE DOG,QD 29,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2019-11-30,APP WNL,RETURNED TO OWNER,2019-12-03
A1085636,CAT,DOMESTIC MH,PSCAT 17,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-10-16,APP SICK,ADOPTION,2019-12-30
A1089709,DOG,AUST SHEPHERD,DC 21,UNAVAILABLE,FOSTER,SURGERY,OTHER,2019-12-19,APP WNL,FOSTER,2019-12-19
A1089527,DOG,LABRADOR RETR,LFD 005,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-11-27,APP WNL,DIED,2019-12-17
A1091287,DOG,POODLE MIN,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1094917,DOG,PIT BULL,AD 034,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-01,APP INJ,ADOPTION,2020-02-07
A1070190,DOG,PIT BULL,INJD 006,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2019-12-17,APP WNL,TREATMENT,2019-12-18
A1091280,WILDLIFE,RACCOON,RECEIVING,IMPOUNDED,WILDLIFE,UNINJURED,OTHRINTAKS,2019-12-19,APP SICK,EUTHANIZED,2019-12-19
A1095383,CAT,SIAMESE,LFC 005,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-06,APP WNL,FOSTER,2020-02-07
A1094189,DOG,CAIRN TERRIER,LAB 01,LAB,CONFISCATED,QUARANTINE,OTHER,2020-01-29,APP WNL,EUTHANIZED,2020-02-07
A1103090,DOG,ROTTWEILER,DC 05,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-06-17,APP WNL,RETURNED TO OWNER,2020-06-20
A1090837,DOG,GERM SHEPHERD,NMOMS 1,LAB,OWNER SURRENDER,EUTHANASIA REQUESTED,OTHRINTAKS,2019-12-13,UNKNOWN,EUTHANIZED,2019-12-17
A1094146,DOG,CHIHUAHUA LH,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-24,APP WNL,RETURNED TO OWNER,2020-01-24
A1091274,DOG,PIT BULL,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1078546,CAT,DOMESTIC SH,FOSTER,IMPOUNDED,FOSTER,SURGERY,OTHER,2019-11-15,APP WNL,FOSTER,2019-11-15
A1089589,DOG,POODLE MIN,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-12-17,UNKNOWN,RETURNED TO OWNER,2019-12-17
A1099664,DOG,SIBERIAN HUSKY,LOST,IMPOUNDED,STRAY,WEB,,2020-04-08,NORMAL,LOST EXP,2020-05-09
A1081609,CAT,DOMESTIC SH,F4,UNAVAILABLE,FOSTER,TREATMENT,OTHER,2019-11-26,APP SICK,FOSTER,2019-11-26
A1093584,CAT,DOMESTIC SH,K02,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-17,APP WNL,FOSTER,2020-01-18
A0765974,DOG,FINNISH SPITZ,PSDOG 02,UNAVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2019-12-18,APP WNL,ADOPTION,2019-12-19
A1095392,CAT,DOMESTIC SH,AC 031,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-02-06,APP WNL,ADOPTION,2020-02-07
A1082245,DOG,CHIHUAHUA SH,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1091024,DOG,GERM SHEPHERD,LFD 065,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-16,APP WNL,ADOPTION,2019-12-19
A1052232,DOG,AUST SHEPHERD,LFD 153,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-16,APP WNL,RETURNED TO OWNER,2019-12-17
A1090509,DOG,SIBERIAN HUSKY,LFD 158,IMPOUNDED,OWNER SURRENDER,RETURN30,NOTRIGHTFT,2019-12-17,APP WNL,ADOPTION,2019-12-17
A1091615,DOG,GERM SHEPHERD,AD 017,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-23,APP WNL,ADOPTION,2019-12-30
A1084170,DOG,CHIHUAHUA LH,INJD 016,IMPOUNDED,TREATMENT,HEART WORM,OTHER,2020-02-26,APP WNL,TREATMENT,2020-02-26
A1073732,DOG,PIT BULL,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2019-12-18,APP WNL,TREATMENT,2019-12-19
A1090738,DOG,PIT BULL,AD 040,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2019-12-12,APP WNL,ADOPTION,2019-12-19
A1090986,CAT,DOMESTIC SH,AC 053,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-12-15,APP WNL,ADOPTION,2019-12-17
A1091167,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1090781,DOG,DACHSHUND,SMD09,UNAVAILABLE,OWNER SURRENDER,GENERAL,MEDICAL,2019-12-12,APP WNL,TRANSFER,2019-12-17
A1088704,CAT,DOMESTIC MH,FOUND,IMPOUNDED,STRAY,WEB,,2019-10-26,NORMAL,FOUND EXP,2019-12-18
A1094750,DOG,LABRADOR RETR,PCD 12,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-30,UNKNOWN,RETURNED TO OWNER,2020-02-07
A1098431,DOG,STAFFORDSHIRE,DC 22,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-03-13,APP WNL,ADOPTION,2020-03-17
A1030475,DOG,BOSTON TERRIER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-24,APP WNL,RETURNED TO OWNER,2020-01-24
A1090345,DOG,GERM SHEPHERD,AD 021,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2019-12-07,APP WNL,ADOPTION,2019-12-18
A1091291,DOG,GREYHOUND,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1089142,CAT,DOMESTIC SH,K14,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2019-11-22,APP WNL,TRANSFER,2019-12-20
A1091876,DOG,GERM SHEPHERD,LFD 091,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-12-27,APP INJ,TRANSFER,2019-12-30
A1091222,DOG,CHIHUAHUA SH,SMD04,UNAVAILABLE,OWNER SURRENDER,GENERAL,MEDICAL,2019-12-18,APP WNL,EUTHANIZED,2019-12-18
A0871575,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHER,2020-02-26,APP WNL,RETURNED TO OWNER,2020-02-26
A1091958,DOG,ALASKAN HUSKY,LFD 059,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-28,APP WNL,RETURNED TO OWNER,2019-12-30
A1092743,DOG,BEAGLE,LOST,IMPOUNDED,STRAY,WEB,,2020-01-06,NORMAL,LOST EXP,2020-02-07
A1091227,DOG,PIT BULL,LFD 114,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,ADOPTION,2019-12-19
A1079289,CAT,DOMESTIC SH,AC 001,UNAVAILABLE,FOSTER,RETURN,OTHER,2019-12-30,APP WNL,ADOPTION,2019-12-30
A1091225,DOG,PIT BULL,DC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,ADOPTION,2019-12-19
A1091217,DOG,PIT BULL,DC 05,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-19
A1091114,DOG,LABRADOR RETR,FOSTER,IMPOUNDED,OWNER SURRENDER,GENERAL,OTHER,2019-12-17,APP WNL,FOSTER,2019-12-17
A1085862,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2019-12-30,APP WNL,RETURNED TO OWNER,2019-12-30
A1091692,DOG,SCHNAUZER MIN,LOST,IMPOUNDED,STRAY,WEB,,2019-12-23,NORMAL,LOST EXP,2020-01-24
A1091977,WILDLIFE,GUINEA PIG,FAM GP 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-12-28,APP WNL,ADOPTION,2019-12-30
A1088478,DOG,PIT BULL,LFD 013,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-01,APP WNL,ADOPTION,2019-12-17
A1090346,DOG,LABRADOR RETR,AD 031,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-07,APP WNL,FOSTER,2019-12-19
A1002873,DOG,PIT BULL,QD 01,LAB,CONFISCATED,QUARANTINE,BEHAVIOR,2019-12-17,APP WNL,EUTHANIZED,2019-12-18
A1070582,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1094013,DOG,LABRADOR RETR,VIP14,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-22,APP INJ,ADOPTION,2020-02-07
A1090825,DOG,GOLDEN RETR,LOST,IMPOUNDED,STRAY,WEB,,2019-12-12,NORMAL,LOST EXP,2020-01-12
A1084478,CAT,TURKISH VAN,VT 10,AVAILABLE,FOSTER,GENERAL,PERSNLISSU,2019-12-11,APP WNL,TRANSFER,2019-12-18
A1088784,DOG,PUG,FOUND,IMPOUNDED,STRAY,WEB,,2019-11-18,NORMAL,FOUND EXP,2019-12-19
A1070148,CAT,DOMESTIC SH,IC 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2019-12-07,APP WNL,ADOPTION,2019-12-18
A1091129,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2019-12-17,UNDERAGE,TRANSFER,2019-12-17
A1090138,DOG,PIT BULL,FOSTER,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-05,APP WNL,FOSTER,2019-12-17
A1096937,CAT,DOMESTIC SH,VT 09,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-26,APP INJ,EUTHANIZED,2020-02-26
A1091083,DOG,BELG MALINOIS,DC 25,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2019-12-17,APP WNL,RETURNED TO OWNER,2019-12-19
A1067017,DOG,LABRADOR RETR,VIP07,UNAVAILABLE,OWNER SURRENDER,GENERAL,BEHAVIOR,2019-12-27,APP WNL,ADOPTION,2019-12-30
A1091952,CAT,DOMESTIC SH,CC 36,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-28,APP WNL,ADOPTION,2019-12-30
A1089905,CAT,DOMESTIC SH,F4,AVAILABLE,FOSTER,TREATMENT,MEDICAL,2019-12-18,APP SICK,FOSTER,2019-12-18
A1090832,DOG,ROTTWEILER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-07,APP WNL,RETURNED TO OWNER,2020-02-07
A1077173,DOG,FINNISH SPITZ,INJD 002,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2019-12-17,APP WNL,TREATMENT,2019-12-18
A1088633,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2019-11-17,NORMAL,LOST EXP,2019-12-18
A1089206,DOG,PIT BULL,AD 095,UNAVAILABLE,FOSTER,SURGERY,OTHER,2019-12-17,APP WNL,ADOPTION,2019-12-18
A1088905,CAT,DOMESTIC SH,FOUND,IMPOUNDED,STRAY,WEB,,2019-11-09,NORMAL,FOUND EXP,2019-12-20
A1073490,CAT,DOMESTIC SH,PSCAT 09,UNAVAILABLE,OWNER SURRENDER,RETURN30,PERSNLISSU,2020-02-04,APP WNL,ADOPTION,2020-02-07
A1082436,DOG,CHIHUAHUA SH,LFSD 14,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2020-05-08,APP WNL,TRANSFER,2020-05-09
A1093719,WILDLIFE,HAMSTER,OFFICE,AVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-18,APP WNL,TRANSFER,2020-01-24
A1092142,WILDLIFE,RACCOON,FREEZER,UNAVAILABLE,WILDLIFE,INJURED,OTHER,2019-12-30,APP INJ,EUTHANIZED,2019-12-30
A1091737,DOG,GERM SHEPHERD,DC 22,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2019-12-25,APP WNL,ADOPTION,2019-12-30
A1091310,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1089143,CAT,DOMESTIC SH,VT 01,IMPOUNDED,FOSTER,TREATMENT,OTHRINTAKS,2019-12-15,APP SICK,TRANSFER,2019-12-20
A1098493,DOG,MALTESE,LFSD 03,UNAVAILABLE,OWNER SURRENDER,GENERAL,NOTRIGHTFT,2020-03-14,APP WNL,ADOPTION,2020-03-17
A1086773,CAT,DOMESTIC SH,OFFICE,UNAVAILABLE,FOSTER,SURGERY,OTHER,2019-12-18,APP WNL,TRANSFER,2019-12-18
A1091258,DOG,PIT BULL,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1090974,DOG,PIT BULL,DC 03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-15,APP WNL,ADOPTION,2019-12-17
A1090264,DOG,CHIHUAHUA SH,DC 09,UNAVAILABLE,CONFISCATED,KEEP SAFE,OTHRINTAKS,2019-12-07,APP WNL,TRANSFER,2019-12-19
A1096778,DOG,CAIRN TERRIER,CC 05,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-24,APP WNL,ADOPTION,2020-02-26
A1091203,DOG,CHIHUAHUA LH,LFD 138,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1095426,DOG,DACHSHUND,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-07,APP SICK,EUTHANIZED,2020-02-07
A0960276,DOG,AUST CATTLE DOG,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-10-02,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,2019-10-02
A1091277,DOG,ALASKAN HUSKY,LFD 073,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1067728,DOG,CHIHUAHUA LH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-12,APP WNL,RETURNED TO OWNER,2020-01-12
A1091228,DOG,PIT BULL,LFD 114,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,ADOPTION,2019-12-19
A1090939,CAT,DOMESTIC SH,FREEZER,IMPOUNDED,STRAY,DEAD ON ARRIVAL,OTHRINTAKS,2019-12-14,DEAD,DEAD ON ARRIVAL,2019-12-14
A1093788,DOG,NEWFOUNDLAND,LFD 076,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-20,APP WNL,ADOPTION,2020-01-24
A1092104,DOG,AUST CATTLE DOG,LFD 083,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-30,APP WNL,FOSTER,2019-12-30
A1093650,DOG,GERM SHEPHERD,AD 037,UNAVAILABLE,OWNER SURRENDER,GENERAL,NOTRIGHTFT,2020-01-18,APP WNL,ADOPTION,2020-01-24
A1073546,DOG,ENG BULLDOG,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-17,APP WNL,RETURNED TO OWNER,2019-12-17
A1091221,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1075611,DOG,PIT BULL,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-01-23,APP WNL,TREATMENT,2020-01-23
A1092071,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-30,APP WNL,RETURNED TO OWNER,2019-12-30
A1091950,CAT,DOMESTIC SH,CC 35,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-28,APP WNL,ADOPTION,2019-12-30
A1091327,DOG,GERM SHEPHERD,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2019-12-20,APP WNL,RETURNED TO OWNER,2019-12-20
A1088864,CAT,DOMESTIC SH,LOST,IMPOUNDED,STRAY,WEB,,2019-11-18,NORMAL,LOST EXP,2019-12-20
A1091494,DOG,LABRADOR RETR,AD 064,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-22,APP WNL,ADOPTION,2019-12-30
A1091296,DOG,AUST CATTLE DOG,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-12-19,APP WNL,RETURNED TO OWNER,2019-12-19
A1091786,DOG,GERM SHEPHERD,FAM GP 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-12-26,APP WNL,ADOPTION,2019-12-30
A1091187,DOG,COCKER SPAN,INJD 007,UNAVAILABLE,OWNER SURRENDER,GENERAL,MEDICAL,2019-12-18,APP SICK,TRANSFER,2019-12-30
A1090814,CAT,DOMESTIC SH,LFC 037,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2019-12-13,UNKNOWN,TRANSFER,2019-12-19
A1090867,DOG,GREAT PYRENEES,PUPS 4,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2019-12-13,APP WNL,TRANSFER,2019-12-17
A1090528,DOG,GERM SHEPHERD,FOSTER,AVAILABLE,STRAY,AT LARGE,OTHER,2019-12-10,APP WNL,FOSTER,2019-12-19
A1089678,DOG,POODLE STND,LOST,IMPOUNDED,STRAY,WEB,,2019-11-29,NORMAL,LOST EXP,2019-12-30
A1096623,CAT,DOMESTIC SH,AC 003,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-22,APP WNL,ADOPTION,2020-02-26
A1091137,CAT,DOMESTIC SH,CC 24,UNAVAILABLE,FOSTER,SURGERY,MEDICAL,2020-02-07,APP WNL,ADOPTION,2020-02-07
A1091193,DOG,PIT BULL,LFSD 09,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,ADOPTION,2019-12-19
A1091744,DOG,GREAT PYRENEES,INJD 011,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-25,APP INJ,EUTHANIZED,2019-12-30
A0846680,DOG,POINTER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1093804,CAT,DOMESTIC SH,CC 23,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-20,APP WNL,ADOPTION,2020-01-24
A1089614,DOG,AMER BULLDOG,LOST,IMPOUNDED,STRAY,WEB,,2019-11-28,NORMAL,LOST EXP,2019-12-30
A1091156,DOG,CANE CORSO,LFD 134,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-19
A1088822,DOG,GERM SHEPHERD,LFD 013,EU RISK,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-11-19,APP WNL,TRANSFER,2019-12-19
A1093484,DOG,AM PIT BULL TER,PSDOG 04,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-16,APP WNL,ADOPTION,2020-01-24
A1090976,CAT,DOMESTIC SH,F3,AVAILABLE,FOSTER,TREATMENT,OTHER,2019-12-19,APP SICK,FOSTER,2019-12-19
A1096868,DOG,CHIHUAHUA SH,NMOMS 2,UNAVAILABLE,OWNER SURRENDER,GENERAL,BEHAVIOR,2020-02-25,UNDERAGE,TRANSFER,2020-02-26
A1093826,DOG,CHIHUAHUA LH,AD 092,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-20,APP WNL,ADOPTION,2020-01-24
A1042630,DOG,PIT BULL,PUPS 3,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-01,APP WNL,ADOPTION,2020-02-07
A1082880,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-18,APP WNL,RETURNED TO OWNER,2019-12-18
A1065048,DOG,GERM SHEPHERD,LFD 159,IMPOUNDED,STRAY,AT LARGE,OTHER,2019-12-17,APP WNL,RETURNED TO OWNER,2019-12-18
A1090809,DOG,CHIHUAHUA SH,INJD 013,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-13,APP INJ,TRANSFER,2019-12-17
A1091402,DOG,LABRADOR RETR,AD 041,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2019-12-20,UNKNOWN,ADOPTION,2019-12-30
A1088789,DOG,LABRADOR RETR,AD 053,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2019-11-18,APP WNL,ADOPTION,2019-11-30
A1090532,DOG,GERM SHEPHERD,AD 075,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-10,UNKNOWN,ADOPTION,2019-12-18
A1090979,DOG,LABRADOR RETR,AD 015,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2019-12-15,APP WNL,ADOPTION,2019-12-19
A1090976,CAT,DOMESTIC SH,F1,AVAILABLE,FOSTER,TREATMENT,OTHER,2019-12-29,APP SICK,FOSTER,2019-12-30
A1090928,DOG,BEAGLE,AD 098,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-14,APP WNL,ADOPTION,2019-12-18
A1088621,DOG,BOSTON TERRIER,FOUND,IMPOUNDED,STRAY,WEB,,2019-11-14,NORMAL,FOUND EXP,2019-12-18
A1093629,DOG,RAT TERRIER,AD 102,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-18,APP WNL,ADOPTION,2020-01-24
A1093996,DOG,CHINESE SHARPEI,LFSD 11,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-22,APP WNL,ADOPTION,2020-02-07
A1091948,DOG,PIT BULL,FAM GP 04,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-28,APP WNL,ADOPTION,2019-12-30
A1089904,CAT,DOMESTIC SH,F4,AVAILABLE,FOSTER,TREATMENT,OTHER,2019-12-18,UNKNOWN,FOSTER,2019-12-18
A1090168,DOG,CHIHUAHUA SH,PSDOG 01,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2019-12-05,APP SICK,ADOPTION,2019-12-18
A1095061,DOG,GERM SHEPHERD,AD 019,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-02-03,APP WNL,ADOPTION,2020-02-07
A1088800,DOG,CHIHUAHUA LH,LOST,IMPOUNDED,STRAY,WEB,,2019-11-13,NORMAL,LOST EXP,2019-12-20
