Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1055371,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1096792,DOG,AMERICAN STAFF,QD 01,LAB,FOSTER,QUARANTINE,BEHAVIOR,2020-08-03,APP WNL,EUTHANIZED,2020-08-05
A1094701,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1090663,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2019-12-09,NORMAL,LOST EXP,2020-01-11
A1095665,DOG,GERM SHEPHERD,CC 13,UNAVAILABLE,OWNER SURRENDER,GENERAL,FINANCIAL,2020-02-10,APP WNL,ADOPTION,2020-02-11
A1105415,WILDLIFE,BAT,LAB 01,LAB,WILDLIFE,RABIES,OTHER,2020-08-04,APP WNL,EUTHANIZED,2020-08-04
A1094683,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1095406,DOG,SIBERIAN HUSKY,DC 03,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-02-07,APP WNL,ADOPTION,2020-02-11
A1098616,DOG,MALTESE,INJD 015,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-03-15,APP WNL,ADOPTION,2020-03-19
A1095712,DOG,DOBERMAN PINSCH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-11,APP WNL,RETURNED TO OWNER,2020-02-11
A1092537,DOG,PUG,PSDOG 02,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-04,APP WNL,ADOPTION,2020-01-11
A1098809,CAT,DOMESTIC SH,CC 32,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-03-18,APP WNL,ADOPTION,2020-03-19
A1103265,DOG,GERM SHEPHERD,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-06-21,APP WNL,RETURNED TO OWNER,2020-06-21
A0927505,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-11,APP WNL,RETURNED TO OWNER,2020-02-11
A1097154,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A0806126,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1101067,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-05-11,APP WNL,RETURNED TO OWNER,2020-05-11
A1094611,DOG,CHIHUAHUA SH,LFSD 21,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1097150,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1021895,CAT,DOMESTIC SH,PSCAT 01,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-03,APP WNL,ADOPTION,2020-01-11
A1094247,DOG,AM PIT BULL TER,DC 03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-25,APP WNL,ADOPTION,2020-01-29
A1094559,DOG,SHIH TZU,AD 098,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-28,APP WNL,RETURNED TO OWNER,2020-01-29
A1091389,DOG,PIT BULL,CC 14,UNAVAILABLE,TRANSFER,SURGERY,OTHER,2020-01-11,APP WNL,TRANSFER,2020-01-11
A1098798,DOG,ALASKAN HUSKY,DC 05,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-03-18,APP WNL,RETURNED TO OWNER,2020-03-19
A1072250,DOG,CHIHUAHUA SH,LFSD 09,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-03,APP WNL,ADOPTION,2020-01-11
A0842216,DOG,AUST SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1086237,CAT,DOMESTIC SH,LFC 046,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-27,APP WNL,ADOPTION,2020-02-28
A1058754,DOG,WELSH CORGI CAR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1093218,DOG,GERM SHEPHERD,FOSTER,UNAVAILABLE,TREATMENT,FOLLOWUP,OTHER,2020-05-06,APP WNL,TREATMENT,2020-05-06
A1096797,DOG,SIBERIAN HUSKY,DC 14,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-24,APP WNL,ADOPTION,2020-02-28
A1094084,WILDLIFE,HAMSTER,OFFICE,AVAILABLE,STRAY,CONFINED,OTHER,2020-01-22,APP WNL,DIED,2020-02-11
A1090609,DOG,BOXER,FOUND,IMPOUNDED,STRAY,WEB,,2019-12-10,NORMAL,FOUND EXP,2020-01-11
A1092611,DOG,LABRADOR RETR,AD 005,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-06,APP WNL,ADOPTION,2020-01-11
A1092767,DOG,NORFOLK TERRIER,LFD 138,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1092717,DOG,SIBERIAN HUSKY,DC 14,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1079979,DOG,PIT BULL,LFD 043,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1091384,DOG,PIT BULL,CC 11,UNAVAILABLE,TRANSFER,SURGERY,OTHER,2020-01-11,APP WNL,TRANSFER,2020-01-11
A1037959,DOG,CHIHUAHUA SH,PSDOG 01,UNAVAILABLE,OWNER SURRENDER,GENERAL,FINANCIAL,2020-01-09,APP WNL,ADOPTION,2020-01-11
A1087342,CAT,DOMESTIC SH,CC 29,UNAVAILABLE,FOSTER,SURGERY,OTHER,2019-11-21,APP WNL,ADOPTION,2019-11-21
A1093550,DOG,PIT BULL,K10,AVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-01-21,UNDERAGE,FOSTER,2020-01-21
A1098554,CAT,DOMESTIC SH,LFC 008,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-03-14,APP WNL,TRANSFER,2020-03-19
A1091385,DOG,PIT BULL,CC 14,UNAVAILABLE,TRANSFER,SURGERY,OTHER,2020-01-11,APP WNL,TRANSFER,2020-01-11
A1094453,DOG,CHIHUAHUA SH,CC 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-27,APP WNL,TRANSFER,2020-01-29
A1094658,DOG,AMERICAN STAFF,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1095348,DOG,BORDER TERRIER,DC 02,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-06,APP WNL,ADOPTION,2020-02-11
A1092279,DOG,PIT BULL,VIP21,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-01,APP WNL,ADOPTION,2020-01-11
A1093874,DOG,PIT BULL,NMOMS 2,UNAVAILABLE,TRANSFER,OTHER,OTHER,2020-01-28,APP WNL,ADOPTION,2020-01-29
A1106536,DOG,AUST SHEPHERD,FOUND,IMPOUNDED,STRAY,WEB,,2020-08-27,NORMAL,FOUND EXP,2020-09-29
A1096261,DOG,PIT BULL,LOST,IMPOUNDED,STRAY,WEB,,2020-02-15,NORMAL,LOST EXP,2020-03-19
A1090629,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,STRAY,WEB,,2019-12-10,NORMAL,LOST EXP,2020-01-11
A1094222,DOG,PIT BULL,AD 061,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-25,APP WNL,RETURNED TO OWNER,2020-01-29
A1093061,DOG,ALASKAN HUSKY,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1092858,DOG,GERM SHEPHERD,PCD 02,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-08,APP WNL,RETURNED TO OWNER,2020-01-11
A1094614,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,OWNER SURRENDER,EUTHANASIA REQUESTED,MEDICAL,2020-01-29,APP SICK,EUTHANIZED,2020-01-29
A1094598,DOG,POMERANIAN,FOUND,IMPOUNDED,STRAY,WEB,,2020-01-28,NORMAL,FOUND EXP,2020-02-28
A1091390,DOG,PIT BULL,CC 14,UNAVAILABLE,TRANSFER,SURGERY,OTHER,2020-01-11,APP WNL,TRANSFER,2020-01-11
A1094544,DOG,ALASKAN HUSKY,LFD 080,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-28,APP WNL,ADOPTION,2020-01-29
A1095729,DOG,PIT BULL,K01,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-11,APP WNL,FOSTER,2020-02-11
A1094632,DOG,SHIH TZU,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1092903,DOG,PIT BULL,LFD 129,UNAVAILABLE,OWNER SURRENDER,GENERAL,NOTRIGHTFT,2020-01-08,APP WNL,ADOPTION,2020-01-11
A1092799,WILDLIFE,HAMSTER,FAM GP 04,IMPOUNDED,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-07,UNDERAGE,DIED,2020-01-11
A1105146,CAT,DOMESTIC SH,AC 029,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-07-29,APP WNL,ADOPTION,2020-08-05
A1092978,DOG,SIBERIAN HUSKY,DC 07,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-09,APP WNL,RETURNED TO OWNER,2020-01-11
A1092259,DOG,GERM SHEPHERD,VIP01,UNAVAILABLE,OWNER SURRENDER,RETURN30,PERSNLISSU,2020-01-10,APP WNL,ADOPTION,2020-01-11
A0824267,DOG,GERM SHEPHERD,PSDOG 05,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-09,APP WNL,ADOPTION,2020-01-11
A1093916,DOG,PIT BULL,AD 031,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-01-21,APP WNL,ADOPTION,2020-01-29
A1103375,CAT,DOMESTIC SH,RESC FOST,IMPOUNDED,STRAY,CONFINED,OTHER,2020-06-23,APP WNL,TRANSFER,2020-06-24
A1093784,DOG,CHIHUAHUA SH,SMD06,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-20,APP WNL,ADOPTION,2020-01-21
A1102829,DOG,PIT BULL,AD 086,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-06-12,APP WNL,ADOPTION,2020-06-21
A1094449,DOG,CAIRN TERRIER,DC 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-27,APP WNL,TRANSFER,2020-01-29
A1093136,CAT,DOMESTIC SH,FOSTER,IMPOUNDED,FOSTER,TREATMENT,OTHER,2020-01-26,UNKNOWN,FOSTER,2020-01-26
A0914254,DOG,LHASA APSO,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-28,APP WNL,RETURNED TO OWNER,2020-01-28
A1098106,DOG,PIT BULL,DC 07,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2020-03-10,APP WNL,RETURNED TO OWNER,2020-03-19
A0835997,DOG,GERM SHEPHERD,VIP03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-18,APP WNL,ADOPTION,2020-01-11
A1092737,CAT,DOMESTIC SH,CC 22,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1092822,DOG,GERM SHEPHERD,LFD 162,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-08,APP WNL,RETURNED TO OWNER,2020-01-11
A1097046,DOG,GERM SHEPHERD,FOSTER,AVAILABLE,OWNER SURRENDER,ALUMNI,PERSNLISSU,2020-03-19,APP WNL,FOSTER,2020-03-19
A1091462,DOG,PIT BULL,LAB 01,LAB,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-15,APP WNL,EUTHANIZED,2020-02-11
A1094661,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1100918,DOG,POODLE MIN,CC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-05-08,APP WNL,ADOPTION,2020-05-11
A1092732,CAT,DOMESTIC SH,PSCAT 15,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1098757,DOG,LABRADOR RETR,CC 07,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2020-03-17,APP WNL,ADOPTION,2020-03-19
A1093049,DOG,CHIHUAHUA SH,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1052813,DOG,BULL TERRIER,QD 13,RELEASED FROM QUARANTINE,CONFISCATED,QUARANTINE,OTHRINTAKS,2020-02-17,APP WNL,RETURNED TO OWNER,2020-02-28
A1085627,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1095438,DOG,PEKINGESE,AD 099,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-07,APP WNL,RETURNED TO OWNER,2020-02-11
A1098877,WILDLIFE,BAT,RECEIVING,UNAVAILABLE,WILDLIFE,RABIES,OTHRINTAKS,2020-03-19,APP SICK,EUTHANIZED,2020-03-19
A1093465,CAT,DOMESTIC SH,RESC FOST,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-15,APP SICK,TRANSFER,2020-01-18
A1103832,CAT,DOMESTIC SH,N04,AVAILABLE,STRAY,OTC,OTHRINTAKS,2020-07-02,UNDERAGE,FOSTER,2020-07-03
A1101017,CAT,DOMESTIC SH,N05,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-05-10,APP WNL,TRANSFER,2020-05-11
A1095300,DOG,CHIHUAHUA SH,SMD02,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-02-05,APP WNL,ADOPTION,2020-02-11
A1095339,DOG,LABRADOR RETR,DC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-06,APP WNL,ADOPTION,2020-02-11
A1095476,DOG,MALTESE,CC 08,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-02-07,APP WNL,ADOPTION,2020-02-11
A1092448,CAT,DOMESTIC SH,PSCAT 17,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-03,APP WNL,ADOPTION,2020-01-11
A1092714,DOG,AUST SHEPHERD,LFD 051,IMPOUNDED,OWNER SURRENDER,RETURN30,PERSNLISSU,2020-01-11,APP WNL,ADOPTION,2020-01-11
A1075465,DOG,PARSON RUSS TER,LFSD 15,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-02-10,UNKNOWN,ADOPTION,2020-02-11
A1098670,DOG,ALASKAN HUSKY,LFD 125,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-03-16,APP WNL,RETURNED TO OWNER,2020-03-19
A1100320,CAT,DOMESTIC SH,CC 23,UNAVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2020-06-19,APP WNL,TREATMENT,2020-06-19
A1103320,DOG,PIT BULL,VIP11,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-06-22,APP WNL,ADOPTION,2020-08-05
A1093019,DOG,LABRADOR RETR,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2020-09-29,APP WNL,TREATMENT,2020-09-29
A1094636,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1099726,CAT,AMER SH,FOUND,IMPOUNDED,STRAY,WEB,,2020-03-23,NORMAL,FOUND EXP,2020-05-11
A1089906,CAT,DOMESTIC SH,AC 001,UNAVAILABLE,FOSTER,RETURN,OTHER,2020-01-11,APP WNL,ADOPTION,2020-01-11
A1099757,CAT,DOMESTIC SH,LOST,IMPOUNDED,STRAY,WEB,,2020-04-10,NORMAL,LOST EXP,2020-05-11
A0991851,DOG,GERM SHEPHERD,PSDOG 08,UNAVAILABLE,OWNER SURRENDER,GENERAL,BEHAVIOR,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1094448,DOG,CAIRN TERRIER,DC 04,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-27,APP WNL,TRANSFER,2020-01-29
A1094653,DOG,ALASKAN HUSKY,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1092780,DOG,YORKSHIRE TERR,CC 01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1092344,DOG,RAT TERRIER,PSDOG 19,UNAVAILABLE,OWNER SURRENDER,RETURN30,PERSNLISSU,2020-01-07,APP WNL,ADOPTION,2020-01-11
A1070077,CAT,DOMESTIC SH,CC 33,UNAVAILABLE,FOSTER,SURGERY,MEDICAL,2020-01-25,APP WNL,FOSTER,2020-01-25
A1092872,CAT,DOMESTIC SH,LFC 044,IMPOUNDED,OWNER SURRENDER,GENERAL,MEDICAL,2020-01-08,APP SICK,DIED,2020-01-11
A1094329,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1093007,DOG,MALTESE,FREEZER,UNAVAILABLE,OWNER SURRENDER,DEAD ON ARRIVAL,OTHRINTAKS,2020-01-10,DEAD,DEAD ON ARRIVAL,2020-01-10
A1092581,DOG,PIT BULL,AD 048,AVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-05,APP WNL,ADOPTION,2020-01-11
A1103058,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-06-17,APP SICK,EUTHANIZED,2020-06-21
A1103263,DOG,BULL TERRIER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-06-21,APP WNL,RETURNED TO OWNER,2020-06-21
A1090723,DOG,LABRADOR RETR,FOUND,IMPOUNDED,STRAY,WEB,,2019-12-07,NORMAL,FOUND EXP,2020-01-11
A1093079,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1094043,DOG,PIT BULL,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2020-03-19,APP WNL,TREATMENT,2020-03-19
A1094455,DOG,CHIHUAHUA SH,CC 02,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-27,APP WNL,TRANSFER,2020-01-29
A1097155,DOG,CHIHUAHUA SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1092709,DOG,GERM SHEPHERD,AD 014,LAB,CONFISCATED,KEEP SAFE,OTHRINTAKS,2020-01-06,APP WNL,EUTHANIZED,2020-01-29
A1062818,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1092969,DOG,GERM SHEPHERD,LFSD 14,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-09,APP WNL,TRANSFER,2020-01-11
A1065200,DOG,AUST CATTLE DOG,VIP06,UNAVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-10,APP WNL,ADOPTION,2020-01-11
A1064138,DOG,AM PIT BULL TER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1091387,DOG,PIT BULL,CC 13,UNAVAILABLE,TRANSFER,SURGERY,OTHER,2020-01-11,APP WNL,TRANSFER,2020-01-11
A1092798,WILDLIFE,HAMSTER,FAM GP 04,IMPOUNDED,OWNER SURRENDER,GENERAL,OTHRINTAKS,2020-01-07,UNDERAGE,DIED,2020-01-11
A1094500,DOG,BOXER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-27,APP WNL,RETURNED TO OWNER,2020-01-27
A1094637,DOG,SCHNAUZER MIN,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1092531,DOG,CHIHUAHUA SH,CC 02,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-04,APP INJ,TRANSFER,2020-01-11
A1080033,CAT,DOMESTIC SH,AC 003,AVAILABLE,OWNER SURRENDER,GENERAL,PERSNLISSU,2020-01-10,APP WNL,ADOPTION,2020-01-11
A1097046,DOG,GERM SHEPHERD,LFD 101,UNAVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-03-18,APP WNL,ADOPTION,2020-03-19
A1042841,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1092250,DOG,PIT BULL,VIP20,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-01,APP WNL,ADOPTION,2020-01-11
A1094657,DOG,AMERICAN STAFF,RECEIVING,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1073884,DOG,AM PIT BULL TER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1094439,DOG,PAPILLON,CC 03,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-27,APP WNL,ADOPTION,2020-01-29
A1088432,DOG,LABRADOR RETR,LFSD 13,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-11,APP WNL,ADOPTION,2020-01-11
A0910374,DOG,GERM SHEPHERD,DC 05,UNAVAILABLE,OWNER SURRENDER,GENERAL,OTHER,2020-02-09,APP WNL,ADOPTION,2020-02-11
A1094330,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1094595,DOG,BOXER,LFD 143,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-28,APP WNL,RETURNED TO OWNER,2020-01-29
A1094788,CAT,DOMESTIC SH,K04,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-30,UNDERAGE,FOSTER,2020-01-31
A1079803,DOG,LABRADOR RETR,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-01-11,APP WNL,RETURNED TO OWNER,2020-01-11
A1108018,DOG,LABRADOR RETR,LFD 001,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-09-26,APP WNL,ADOPTION,2020-09-29
A1097134,DOG,DOBERMAN PINSCH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1098563,CAT,DOMESTIC SH,LFC 060,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-03-14,APP WNL,TRANSFER,2020-03-19
A1070077,CAT,DOMESTIC SH,CC 33,UNAVAILABLE,FOSTER,RETURN,OTHRINTAKS,2020-01-29,APP WNL,ADOPTION,2020-01-29
A1091448,CAT,DOMESTIC SH,AC 027,UNAVAILABLE,TRANSFER,OTHER,OTHER,2020-02-05,APP WNL,ADOPTION,2020-02-11
A1095280,DOG,LABRADOR RETR,AD 025,UNAVAILABLE,STRAY,AT LARGE,OTHER,2020-02-05,APP WNL,ADOPTION,2020-02-11
A1093005,DOG,PIT BULL,DC 01,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-01-10,APP WNL,ADOPTION,2020-01-11
A1055283,DOG,CHIHUAHUA LH,SMD01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-05,APP INJ,ADOPTION,2020-01-11
A1091907,DOG,WEIMARANER,NMOMS 1,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2019-12-27,APP WNL,TRANSFER,2020-01-01
A1094227,CAT,DOMESTIC SH,AC 045,UNAVAILABLE,OWNER SURRENDER,GENERAL,HOUSING,2020-01-25,APP WNL,RETURNED TO OWNER,2020-01-29
A1095578,DOG,PIT BULL,CC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2020-02-09,APP WNL,ADOPTION,2020-02-11
A1094625,CAT,DOMESTIC SH,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-29,APP SICK,EUTHANIZED,2020-01-29
A1093879,DOG,GERM SHEPHERD,AD 011,UNAVAILABLE,STRAY,CONFINED,OTHER,2020-01-21,APP WNL,ADOPTION,2020-01-29
A1093405,DOG,PIT BULL,VIP04,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2020-01-15,APP WNL,ADOPTION,2020-02-28
A1095289,DOG,BORDER COLLIE,PSDOG 17,UNAVAILABLE,OWNER SURRENDER,RETURN30,NOTRIGHTFT,2020-02-09,APP WNL,ADOPTION,2020-02-11
A1093075,DOG,SHIH TZU,FOSTER,IMPOUNDED,OWNER SURRENDER,GENERAL,BEHAVIOR,2020-01-11,APP WNL,FOSTER,2020-01-11
A1097160,DOG,PIT BULL,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHER,2020-02-28,APP WNL,RETURNED TO OWNER,2020-02-28
A1094414,WILDLIFE,RAT,RECEIVING,IMPOUNDED,WILDLIFE,INJURED,OTHRINTAKS,2020-01-27,UNKNOWN,EUTHANIZED,2020-01-27
A1079263,DOG,GERM SHEPHERD,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1094681,DOG,CAIRN TERRIER,RECEIVING,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2020-01-29,APP WNL,RETURNED TO OWNER,2020-01-29
A1090662,DOG,PIT BULL,FOUND,IMPOUNDED,STRAY,WEB,,2019-12-10,NORMAL,FOUND EXP,2020-01-11
A1093076,DOG,ALASKAN HUSKY,FOUND,IMPOUNDED,STRAY,WEB,,2020-01-10,NORMAL,FOUND EXP,2020-02-11
A1092505,DOG,LABRADOR RETR,PSDOG 01,UNAVAILABLE,OWNER SURRENDER,RETURN30,OTHRINTAKS,2020-02-25,APP WNL,ADOPTION,2020-02-28
