Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1164190,DOG,MIXED BREED,LFD 137,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-10,APP WNL,ADOPTION,2022-12-15
A1169022,DOG,MIXED BREED,VIP18,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2023-02-12,APP WNL,RETURNED TO OWNER,2023-02-13
A1144376,DOG,MIXED BREED,AD 065,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-11-11,APP WNL,ADOPTION,2022-11-29
A1161156,DOG,MIXED BREED,LFD 030,EU RISK,FOSTER,APPOINT,OTHER,2022-11-30,APP INJ,FOSTER,2022-12-11
A1163747,DOG,PIT BULL,QD 26,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-12-04,APP WNL,RETURNED TO OWNER,2022-12-06
A1161606,DOG,BOXER,FOUND,IMPOUNDED,STRAY,WEB,,2022-10-30,NORMAL,FOUND EXP,2022-12-05
A1162726,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,STRAY,WEB,,2022-11-15,NORMAL,FOUND EXP,2022-12-20
A1162272,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,OWNER SURRENDER,WALK IN,MEDICAL,2022-11-13,APP SICK,EUTHANIZED,2022-11-13
A1163179,CAT,DOMESTIC SH,AC 001,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-11-26,APP WNL,ADOPTION,2022-11-30
A1117925,DOG,GERM SHEPHERD,LAB 03,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2023-02-07,APP WNL,EUTHANIZED,2023-02-18
A1166772,CAT,DOMESTIC MH,QC 07,IMPOUNDED,KEEPSAFE,OWN DECEAS,OTHRINTAKS,2023-01-13,APP WNL,RETURNED TO OWNER,2023-01-20
A1155552,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-12-14,APP WNL,ADOPTION,2022-12-14
A1163904,DOG,MIXED BREED,QD 07,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-12-11,APP WNL,EUTHANIZED,2022-12-13
A1160633,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,STRAY,WEB,,2022-10-20,NORMAL,FOUND EXP,2022-11-22
A1172753,DOG,MIXED BREED,ID05A,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-03-27,APP WNL,ADOPTION,2023-04-07
A1154752,CAT,DOMESTIC SH,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-12-09,APP WNL,ADOPTION,2022-12-09
A1126885,DOG,GERM SHEPHERD,PCD 19,LAB,FOSTER,QUARANTINE,OTHRINTAKS,2022-11-13,APP WNL,EUTHANIZED,2022-11-27
A1166517,DOG,GERM SHEPHERD,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-09,APP INJ,EUTHANIZED,2023-01-09
A1168722,DOG,SAMOYED,DC 07,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-02-09,APP WNL,ADOPTION,2023-02-13
A1162601,DOG,PIT BULL,DC 05,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-11-18,APP INJ,RETURNED TO OWNER,2022-11-20
A1161300,CAT,DOMESTIC SH,AC 003,AVAILABLE,FOSTER,APPOINT,OTHRINTAKS,2022-11-23,APP WNL,ADOPTION,2022-11-23
A1165289,DOG,MIXED BREED,DC 16,UNAVAILABLE,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-12-26,APP WNL,TRANSFER,2023-01-03
A1161727,DOG,ROTTWEILER,FREEZER,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-11-06,CRITICAL,EUTHANIZED,2022-11-06
A1159473,DOG,ROTTWEILER,CC 02,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-06,APP WNL,ADOPTION,2022-10-09
A1154432,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2023-01-12,APP WNL,ADOPTION,2023-01-12
A1161946,DOG,MIXED BREED,LFD 072,IMPOUNDED,DISPOS REQ,OTC,MEDICAL,2022-11-09,DECEASED,DISPOSAL,2022-11-09
A1164443,DOG,MIXED BREED,AD 060,AVAILABLE,OWNER SURRENDER,URGENT,OTHRINTAKS,2022-12-14,APP WNL,FOSTER,2022-12-26
A1160286,DOG,MIXED BREED,FREEZER,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-18,APP WNL,EUTHANIZED,2022-11-23
A1162093,DOG,CHIHUAHUA LH,LOST,IMPOUNDED,STRAY,WEB,,2022-11-06,NORMAL,LOST EXP,2022-12-12
A1154706,CAT,AMER SH,AC 048,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-29,APP WNL,ADOPTION,2022-11-02
A1161592,DOG,MIXED BREED,LFD 018,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-04,APP WNL,ADOPTION,2022-11-11
A1160450,CAT,DOMESTIC SH,LOST,IMPOUNDED,STRAY,WEB,,2022-10-01,NORMAL,LOST EXP,2022-11-20
A1157375,DOG,MIXED BREED,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-11-15,APP WNL,TREATMENT,2022-11-16
A1161008,DOG,DACHSHUND,LFD 081,EU RISK,OWNER SURRENDER,PICK UP,MEDICAL,2022-10-28,APP WNL,RETURNED TO OWNER,2022-10-29
A1165656,DOG,MIXED BREED,DC 24,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,APP WNL,ADOPTION,2023-01-09
A1165055,DOG,MIXED BREED,LFD 010,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-12-22,APP WNL,EUTHANIZED,2022-12-30
A1160388,DOG,MIXED BREED,PUPS 4,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-19,UNDERAGE,TRANSFER,2022-11-12
A1162579,DOG,PIT BULL,AD 014,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-11-17,APP WNL,ADOPTION,2022-11-25
A1161540,DOG,CHIHUAHUA SH,DC 13,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-03,APP WNL,ADOPTION,2022-11-07
A1163293,DOG,MIXED BREED,AD 071,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-11-28,APP WNL,ADOPTION,2022-12-04
A1165931,DOG,MIXED BREED,DC 15,AVAILABLE,STRAY,AT LARGE,OTHER,2023-01-03,APP WNL,ADOPTION,2023-01-07
A1165407,DOG,MIXED BREED,LFD 141,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-12-27,APP WNL,EUTHANIZED,2023-01-24
A1161526,CAT,DOMESTIC SH,AC 009,AVAILABLE,TRANSFER,AID,OTHRINTAKS,2022-11-03,APP WNL,ADOPTION,2022-11-04
A1164133,CAT,DOMESTIC SH,CC 24,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-09,APP SICK,ADOPTION,2022-12-10
A1162837,DOG,MIXED BREED,CC 14,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-07,APP WNL,ADOPTION,2022-12-07
A1166287,DOG,LABRADOR RETR,LOST,IMPOUNDED,STRAY,WEB,,2023-01-02,NORMAL,LOST EXP,2023-02-06
A1160745,DOG,MIXED BREED,LFD 031,EU RISK,OWNER SURRENDER,APPOINT,MEDICAL,2022-10-24,APP WNL,RETURNED TO OWNER,2022-10-27
A1160011,DOG,GREAT PYRENEES,INJD 011,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-10-14,APP INJ,TRANSFER,2022-10-16
A1161404,DOG,MIXED BREED,AD 029,AVAILABLE,STRAY,AT LARGE,NOTRIGHTFT,2022-11-02,APP WNL,ADOPTION,2022-11-10
A1161990,DOG,PIT BULL,DC 18,UNAVAILABLE,OWNER SURRENDER,URGENT,BEHAVIOR,2022-11-09,APP WNL,RETURNED TO OWNER,2022-11-11
A1167613,DOG,MIXED BREED,AD 080,LAB,STRAY,AT LARGE,OTHRINTAKS,2023-01-24,APP INJ,EUTHANIZED,2023-02-02
A1159655,CAT,DOMESTIC SH,AC 030,AVAILABLE,STRAY,LEFT AT,OTHRINTAKS,2022-10-09,APP WNL,ADOPTION,2022-10-10
A1150156,CAT,DOMESTIC SH,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-11-27,APP WNL,ADOPTION,2022-11-27
A1164134,CAT,DOMESTIC SH,VT 09,IMPOUNDED,OWNER SURRENDER,WALK IN,MEDICAL,2022-12-09,APP SICK,RETURNED TO OWNER,2022-12-11
A1163541,DOG,MIXED BREED,SHD 07,AVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-12-01,APP SICK,RETURNED TO OWNER,2022-12-01
A1096887,DOG,COLLIE SMOOTH,206010-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-10-17,APP WNL,RETURNED TO OWNER,2022-10-17
A1158821,CAT,DOMESTIC SH,LFC 007,AVAILABLE,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2023-01-06,APP WNL,FOSTER,2023-01-12
A1108643,DOG,CHIHUAHUA SH,LFD 138,UNAVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-11-19,APP WNL,ADOPTION,2022-11-19
A1161539,DOG,GERM SHEPHERD,DC 18,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-11-03,APP INJ,RETURNED TO OWNER,2022-11-04
A1160063,CAT,DOMESTIC SH,AC 003,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-10-15,APP WNL,ADOPTION,2022-10-21
A1159673,DOG,MIXED BREED,DC 04,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-09,APP WNL,ADOPTION,2022-10-13
A1166381,CAT,DOMESTIC SH,IC 21,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-07,APP SICK,FOSTER,2023-01-08
A1166306,DOG,MIXED BREED,CC 17,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-06,APP WNL,ADOPTION,2023-01-09
A1159626,WILDLIFE,RACCOON,186037-05,UNAVAILABLE,WILDLIFE,RABIES,OTHRINTAKS,2022-10-08,APP SICK,EUTHANIZED,2022-10-08
A1162836,DOG,MIXED BREED,CC 14,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-07,APP WNL,ADOPTION,2022-12-07
A1156428,CAT,DOMESTIC SH,CC 35,AVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-10-28,APP WNL,TREATMENT,2022-10-28
A1166085,DOG,MIXED BREED,LAB 13,LAB,STRAY,CONFINED,OTHRINTAKS,2023-01-04,APP WNL,EUTHANIZED,2023-01-11
A1162964,CAT,DOMESTIC SH,186033-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-11-22,APP INJ,DIED,2022-11-23
A1164995,DOG,MIXED BREED,AD 003,IMPOUNDED,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-12-31,APP WNL,ADOPTION,2022-12-31
A1162002,DOG,CAIRN TERRIER,CC 07,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-10,APP WNL,ADOPTION,2022-11-14
A1164849,DOG,MIXED BREED,DC 19,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-20,APP WNL,ADOPTION,2022-12-21
A1161635,CAT,AMER SH,LOST,IMPOUNDED,STRAY,WEB,,2022-10-14,NORMAL,LOST EXP,2022-12-05
A1164631,BIRD,CHICKEN,LAB 12,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-17,APP INJ,WILDLIFE,2022-12-18
A1163811,CAT,AMER SH,LOST,IMPOUNDED,STRAY,WEB,,2022-12-02,NORMAL,LOST EXP,2023-01-04
A1161347,DOG,MIXED BREED,LAB 15,LAB,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-11-01,APP WNL,EUTHANIZED,2022-11-12
A1163172,CAT,DOMESTIC SH,AC 029,AVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2022-11-26,APP WNL,ADOPTION,2022-12-01
A0804468,DOG,SCHNAUZER MIN,LFD 053,UNAVAILABLE,OWNER SURRENDER,URGENT,OTHRINTAKS,2022-11-23,CRITICAL,ADOPTION,2022-11-30
A1159607,DOG,MIXED BREED,LAB 15,LAB,OWNER SURRENDER,WALK IN,MEDICAL,2022-10-08,APP INJ,EUTHANIZED,2022-10-26
A1168321,CAT,DOMESTIC SH,CC 32,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2023-03-02,APP WNL,ADOPTION,2023-03-02
A1126831,DOG,PIT BULL,INJD 006,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-08,APP WNL,RETURNED TO OWNER,2022-12-08
A1161587,DOG,MIXED BREED,NMOMS 5,LAB,STRAY,CONFINED,OTHRINTAKS,2022-11-04,APP WNL,EUTHANIZED,2022-11-27
A1164363,DOG,MIXED BREED,CC 01,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-13,APP WNL,ADOPTION,2022-12-18
A1172404,DOG,WEST HIGHLAND,FOUND,IMPOUNDED,STRAY,WEB,,2023-03-23,NORMAL,OTHER,2000-01-01
A1128542,DOG,MIXED BREED,AD 042,EU RISK,OWNER SURRENDER,APPOINT,HOUSING,2022-10-03,APP WNL,TRANSFER,2022-10-13
A1165890,DOG,MIXED BREED,AD 075,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-02,APP WNL,RETURNED TO OWNER,2023-01-10
A1166002,DOG,MIXED BREED,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-03,CRITICAL,EUTHANIZED,2023-01-03
A1146093,DOG,MIXED BREED,VIP23,AVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-12-07,APP SICK,ADOPTION,2022-12-11
A1144969,DOG,CHIHUAHUA SH,196006-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,APP WNL,RETURNED TO OWNER,2022-12-30
A1164130,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-12-24,APP WNL,ADOPTION,2022-12-24
A1171955,DOG,PIT BULL,PCD 21,IMPOUNDED,KEEPSAFE,OWN ARREST,OTHRINTAKS,2023-03-18,APP WNL,RETURNED TO OWNER,2023-03-23
A1160943,CAT,DOMESTIC SH,K14,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-27,UNDERAGE,TRANSFER,2022-11-02
A1171770,DOG,PIT BULL,LOST,IMPOUNDED,STRAY,WEB,,2023-03-15,NORMAL,OTHER,2000-01-01
A1160532,CAT,DOMESTIC SH,AK 02,AVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2022-10-21,APP WNL,ADOPTION,2022-11-22
A1159652,CAT,DOMESTIC SH,AC 001,UNAVAILABLE,STRAY,LEFT AT,OTHRINTAKS,2022-10-09,APP WNL,ADOPTION,2022-10-11
A1164749,DOG,LABRADOR RETR,206010-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-19,APP WNL,RETURNED TO OWNER,2022-12-19
A1159562,CAT,DOMESTIC SH,AC 010,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-07,APP WNL,ADOPTION,2022-10-10
A1162781,DOG,MIXED BREED,DC 07,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-20,APP WNL,ADOPTION,2022-11-26
A1164949,DOG,MIXED BREED,DC 06,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-21,APP WNL,ADOPTION,2022-12-27
A1164113,DOG,MIXED BREED,FREEZER,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-09,DECEASED,DISPOSAL,2022-12-09
A1164341,DOG,BOXER,LOST,IMPOUNDED,STRAY,WEB,,2022-12-11,NORMAL,LOST EXP,2023-01-12
A1163485,DOG,BICHON FRISE,LOST,IMPOUNDED,STRAY,WEB,,2022-11-29,NORMAL,LOST EXP,2022-12-31
A1161363,DOG,PIT BULL,LFSD 20,UNAVAILABLE,CONFISCATED,DANGEROUS,OTHRINTAKS,2022-11-01,APP SICK,EUTHANIZED,2022-11-22
A1160534,DOG,GERM SHEPHERD,SHD 06,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-21,APP SICK,EUTHANIZED,2022-10-25
A1159230,DOG,MIXED BREED,DC 06,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-10-04,APP WNL,RETURNED TO OWNER,2022-10-05
A1169506,DOG,MIXED BREED,AD 047,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-02-18,APP WNL,ADOPTION,2023-02-24
A1161690,DOG,MIXED BREED,DC 10,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-05,APP WNL,ADOPTION,2022-11-09
A1138690,CAT,DOMESTIC SH,LFC 009,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2022-11-16,APP WNL,ADOPTION,2022-11-26
A1166061,DOG,MIXED BREED,LFD 094,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-04,APP WNL,RETURNED TO OWNER,2023-01-06
A1160597,DOG,RHOD RIDGEBACK,VT 12,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-10-22,CRITICAL,EUTHANIZED,2022-10-22
A1144022,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-19,APP WNL,ADOPTION,2022-12-19
A1152272,DOG,SIBERIAN HUSKY,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-10-13,APP WNL,TREATMENT,2022-10-14
A1164367,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-28,APP WNL,ADOPTION,2022-12-28
A1158993,DOG,PIT BULL,PCD 16,LAB,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-10-26,APP WNL,EUTHANIZED,2022-11-09
A1163790,DOG,MIXED BREED,CC 13,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-04,APP WNL,ADOPTION,2022-12-08
A1163972,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-12-07,APP SICK,EUTHANIZED,2022-12-08
A1165642,DOG,MIXED BREED,LFD 077,PRE-LAB,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,APP WNL,ADOPTION,2023-02-18
A1159010,DOG,MIXED BREED,LFD 144,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-01,APP WNL,ADOPTION,2022-10-05
A1161754,CAT,DOMESTIC SH,CC 19,UNAVAILABLE,TREATMENT,SPAY/NEUT,SURGERY,2022-12-28,APP WNL,TREATMENT,2022-12-28
A1159432,CAT,DOMESTIC SH,AC 031,AVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2022-10-06,APP WNL,ADOPTION,2022-10-07
A1159729,CAT,DOMESTIC SH,CC 31,EU RISK,TREATMENT,SPAY/NEUT,OTHER,2022-11-07,APP WNL,TREATMENT,2022-11-07
A1166865,CAT,DOMESTIC MH,LFC 003,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-14,APP INJ,SNR,2023-01-19
A1165030,BIRD,GOOSE,136049-02,IMPOUNDED,WILDLIFE,RABIES,OTHRINTAKS,2022-12-22,APP INJ,WILDLIFE,2022-12-22
A1166656,DOG,BORDER COLLIE,DC 01,IMPOUNDED,STRAY,QUARANTINE,OTHRINTAKS,2023-01-11,APP WNL,TRANSFER,2023-01-24
A1161592,DOG,MIXED BREED,PUPS 2,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-11-12,APP WNL,EUTHANIZED,2022-11-18
A1160032,DOG,MIXED BREED,AD 100,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-14,APP WNL,ADOPTION,2022-10-19
A1163265,DOG,CHIHUAHUA SH,FOUND,IMPOUNDED,STRAY,WEB,,2022-11-26,NORMAL,FOUND EXP,2022-12-28
A1165159,CAT,DOMESTIC SH,LFC 025,EU RISK,OWNER SURRENDER,WALK IN,OTHER,2022-12-23,APP WNL,TRANSFER,2023-01-02
A1160451,DOG,JACK RUSS TERR,FOUND,IMPOUNDED,STRAY,WEB,,2022-10-19,NORMAL,FOUND EXP,2022-11-20
A1160274,DOG,MIXED BREED,LAB 15,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-18,APP WNL,EUTHANIZED,2022-10-30
A1149461,DOG,MIXED BREED,VIP23,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-05,APP WNL,ADOPTION,2023-01-11
A1106055,DOG,MIXED BREED,LFD 011,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-29,APP WNL,RETURNED TO OWNER,2022-11-04
A1165197,DOG,MIXED BREED,AD 005,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-24,APP WNL,ADOPTION,2022-12-30
A1090354,DOG,ROTTWEILER,QD 30,UNAVAILABLE,CONFISCATED,QUARANTINE,OTHRINTAKS,2022-11-05,APP WNL,RETURNED TO OWNER,2022-11-13
A1156674,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-18,APP WNL,ADOPTION,2022-10-18
A1164552,DOG,MIXED BREED,INJD 007,LAB,STRAY,AT LARGE,OTHER,2022-12-16,APP INJ,EUTHANIZED,2022-12-24
A1160056,DOG,PIT BULL,206006-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-10-15,APP WNL,RETURNED TO OWNER,2022-10-15
A1146171,DOG,BEARDED COLLIE,LAB 02,LAB,STRAY,CONFINED,OTHRINTAKS,2022-10-28,APP WNL,EUTHANIZED,2022-11-01
A1159768,CAT,DOMESTIC SH,LFC 003,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-10,APP SICK,TRANSFER,2022-10-20
A1146979,DOG,AKITA,INJD 010,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-11-02,APP WNL,TREATMENT,2022-11-03
A1161433,DOG,MIXED BREED,LAB 02,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-02,APP INJ,EUTHANIZED,2022-11-20
A1161284,DOG,MIXED BREED,ID027,UNAVAILABLE,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-11-03,APP WNL,TRANSFER,2022-12-02
A1163445,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-11-29,NORMAL,LOST EXP,2022-12-30
A1148409,CAT,DOMESTIC SH,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-11-30,APP WNL,ADOPTION,2022-11-30
A1158153,DOG,PIT BULL,INJD 007,EU RISK,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-10-06,APP INJ,EUTHANIZED,2022-10-07
A1173508,BIRD,CHICKEN,BAY 07,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2023-04-01,APP WNL,OTHER,2000-01-01
A1173209,BIRD,CHICKEN,BAY 07,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2023-04-01,APP WNL,OTHER,2000-01-01
A1164548,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2023-01-29,APP WNL,ADOPTION,2023-01-29
A1160017,CAT,DOMESTIC SH,CC 34,PENDING,TREATMENT,SPAY/NEUT,SURGERY,2022-12-04,APP WNL,TREATMENT,2022-12-04
A1162976,CAT,DOMESTIC SH,AC 021,UNAVAILABLE,OWNER SURRENDER,URGENT,MEDICAL,2022-11-23,APP INJ,EUTHANIZED,2022-11-27
A1166106,DOG,PIT BULL,DC 17,UNAVAILABLE,OWNER SURRENDER,URGENT,BEHAVIOR,2023-01-04,APP WNL,RETURNED TO OWNER,2023-01-09
A1164823,DOG,PIT BULL,LAB 03,LAB,OWNER SURRENDER,URGENT,OTHRINTAKS,2022-12-19,APP WNL,EUTHANIZED,2023-01-24
A1159907,DOG,POMERANIAN,FOUND,IMPOUNDED,STRAY,WEB,,2022-10-11,NORMAL,FOUND EXP,2022-11-12
A1162175,DOG,MIXED BREED,PUPS 4,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-12,APP WNL,EUTHANIZED,2022-11-18
A1164126,DOG,CHIHUAHUA SH,CC 01,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-12-09,APP WNL,ADOPTION,2022-12-13
A1162877,DOG,MIXED BREED,AD 042,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-21,APP WNL,ADOPTION,2022-12-04
A1159834,DOG,MIXED BREED,INJD 016,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-11,APP INJ,EUTHANIZED,2022-10-17
A1159903,DOG,MIXED BREED,PUPS 2,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-21,APP WNL,ADOPTION,2022-10-27
A1160133,DOG,MIXED BREED,AD 057,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-16,APP WNL,EUTHANIZED,2022-11-01
A1160171,DOG,MIXED BREED,DC 18,AVAILABLE,STRAY,AT LARGE,OTHER,2022-10-17,APP WNL,FOSTER,2022-10-23
A1169707,DOG,MIXED BREED,PUPS 1,AVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2023-02-20,APP WNL,OTHER,2000-01-01
A1163067,DOG,MIXED BREED,LFD 078,AVAILABLE,FOSTER,APPOINT,NOTRIGHTFT,2023-01-02,APP WNL,FOSTER,2023-01-12
A1165917,DOG,ALASKAN HUSKY,LOST,IMPOUNDED,STRAY,WEB,,2023-01-01,NORMAL,LOST EXP,2023-02-02
A1156093,DOG,CHIHUAHUA SH,QD 15,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-10-08,APP WNL,EUTHANIZED,2022-10-09
A1160615,DOG,MIXED BREED,AD 003,EU RISK,STRAY,AT LARGE,OTHRINTAKS,2022-10-22,APP WNL,ADOPTION,2022-12-01
A1163621,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-15,APP WNL,ADOPTION,2022-12-15
A1159805,CAT,DOMESTIC SH,LFC 073,PENDING,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-10-11,APP WNL,FOSTER,2022-10-12
A1160299,DOG,BORDER COLLIE,LOST,IMPOUNDED,STRAY,WEB,,2022-10-17,NORMAL,LOST EXP,2022-11-18
A1160891,DOG,STAFFORDSHIRE,LOST,IMPOUNDED,STRAY,WEB,,2022-10-25,NORMAL,LOST EXP,2022-11-26
A1163112,CAT,DOMESTIC SH,INCU 02,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-25,APP INJ,FOSTER,2022-11-26
A1165662,CAT,DOMESTIC SH,K14,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,APP WNL,TRANSFER,2022-12-31
A1157786,CAT,DOMESTIC SH,LFC 035,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-11-06,APP WNL,ADOPTION,2022-11-07
A1155913,DOG,MIXED BREED,LFD 056,IMPOUNDED,TRANSFER,STRAY,OTHRINTAKS,2022-12-30,APP WNL,RETURNED TO OWNER,2023-01-02
