Animal Id,Animal Type,Animal Breed,Kennel Number,Kennel Status,Intake Type,Intake Subtype,Reason,Intake Date,Intake Condition,Outcome Type,Outcome Date
A1160997,DOG,CAIRN TERRIER,VT 06,EU RISK,STRAY,CONFINED,OTHRINTAKS,2022-10-28,APP INJ,FOSTER,2022-10-28
A1162231,DOG,MIXED BREED,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-13,APP SICK,DIED,2022-11-13
A1160707,DOG,AUST SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-10-22,NORMAL,LOST EXP,2022-11-24
A1165451,DOG,MIXED BREED,LAB 02,LAB,OWNER SURRENDER,URGENT,OTHER,2022-12-28,APP WNL,EUTHANIZED,2023-01-08
A1161957,DOG,MIXED BREED,AD 068,EU RISK,OWNER SURRENDER,WALK IN,HOUSING,2022-11-28,APP WNL,ADOPTION,2022-12-01
A1163352,DOG,MIXED BREED,DC 02,UNAVAILABLE,OWNER SURRENDER,URGENT,OTHRINTAKS,2022-11-28,APP WNL,ADOPTION,2022-12-02
A1163936,CAT,DOMESTIC SH,AC 003,AVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-12-06,APP WNL,ADOPTION,2022-12-09
A1164410,DOG,MIXED BREED,DC 11,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-13,APP WNL,ADOPTION,2022-12-15
A1165648,DOG,MIXED BREED,LAB 16,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-12-30,APP WNL,EUTHANIZED,2023-01-11
A1163520,DOG,MIXED BREED,LFSD 10,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-30,APP WNL,FOSTER,2022-12-17
A1172391,DOG,WEST HIGHLAND,FOUND,IMPOUNDED,STRAY,WEB,,2023-03-23,NORMAL,OTHER,2000-01-01
A1162532,DOG,LABRADOR RETR,LFD 130,IMPOUNDED,STRAY,AT LARGE,OTHER,2022-11-17,APP WNL,RETURNED TO OWNER,2022-11-22
A1159004,DOG,ALASKAN HUSKY,DC 07,IMPOUNDED,STRAY,CONFINED,OTHRINTAKS,2022-10-01,APP WNL,RETURNED TO OWNER,2022-10-03
A1159610,CAT,DOMESTIC SH,CC 33,AVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-11-21,APP WNL,TREATMENT,2022-11-21
A1160937,CAT,DOMESTIC SH,CC 34,AVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-11-29,APP WNL,ADOPTION,2022-11-29
A1162870,DOG,MIXED BREED,LFD 129,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-12-09,APP WNL,EUTHANIZED,2022-12-29
A1159650,DOG,MIXED BREED,DC 24,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-09,APP WNL,ADOPTION,2022-10-21
A1159173,DOG,MIXED BREED,AD 100,EU RISK,STRAY,CONFINED,OTHRINTAKS,2022-10-03,APP WNL,ADOPTION,2022-10-11
A1168482,DOG,MIXED BREED,CC 02,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-02-06,APP WNL,ADOPTION,2023-02-07
A1158627,DOG,ALASKAN HUSKY,146005-01,IMPOUNDED,STRAY,AT LARGE,OTHER,2022-12-27,APP WNL,RETURNED TO OWNER,2022-12-27
A1151725,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-11-19,APP WNL,ADOPTION,2022-11-19
A1176392,DOG,MIXED BREED,LFD 009,PRE-LAB,OWNER SURRENDER,WALK IN,BEHAVIOR,2023-04-07,APP WNL,OTHER,2000-01-01
A1161647,DOG,MIXED BREED,INJD 014,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-04,APP SICK,TRANSFER,2022-11-12
A1165667,DOG,GERM SHEPHERD,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,CRITICAL,EUTHANIZED,2022-12-30
A1164894,DOG,MIXED BREED,VIP25,AVAILABLE,OWNER SURRENDER,WALK IN,FINANCIAL,2023-02-28,APP WNL,ADOPTION,2023-03-02
A1161787,DOG,MIXED BREED,LAB 15,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-07,APP INJ,EUTHANIZED,2022-11-30
A1167167,DOG,CHIHUAHUA SH,LOST,IMPOUNDED,STRAY,WEB,,2023-01-18,NORMAL,LOST EXP,2023-02-18
A1105616,DOG,LABRADOR RETR,PCD 03,LAB,CONFISCATED,DANGEROUS,OTHRINTAKS,2022-11-01,APP SICK,EUTHANIZED,2022-11-18
A1153937,DOG,ALASKAN HUSKY,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-10-05,APP WNL,TREATMENT,2022-10-05
A1160392,DOG,MIXED BREED,LAB 15,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-19,APP WNL,EUTHANIZED,2022-11-01
A1165089,DOG,MIXED BREED,AD 096,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-22,APP WNL,TRANSFER,2022-12-24
A1161711,CAT,DOMESTIC SH,LFC 015,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-27,APP SICK,ADOPTION,2022-12-03
A1166316,CAT,DOMESTIC MH,LFC 045,AVAILABLE,OWNER SURRENDER,URGENT,PERSNLISSU,2023-01-06,APP WNL,ADOPTION,2023-01-09
A1154510,DOG,GERM SHEPHERD,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-10-03,APP WNL,TREATMENT,2022-10-03
A1161735,DOG,AMERICAN STAFF,FOUND,IMPOUNDED,STRAY,WEB,,2022-11-06,NORMAL,FOUND EXP,2022-12-07
A1163238,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2023-01-11,APP WNL,ADOPTION,2023-01-11
A1167491,DOG,MIXED BREED,AD 030,LAB,STRAY,AT LARGE,OTHRINTAKS,2023-01-23,APP WNL,EUTHANIZED,2023-02-02
A1162945,DOG,LABRADOR RETR,FREEZER,UNAVAILABLE,STRAY,QUARANTINE,OTHRINTAKS,2022-11-22,APP WNL,EUTHANIZED,2022-12-04
A1142790,DOG,PIT BULL,INJD 008,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-11-01,APP WNL,TREATMENT,2022-11-02
A1144024,DOG,MIXED BREED,7A,UNAVAILABLE,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-11-12,APP WNL,ADOPTION,2022-11-17
A1139905,DOG,GERM SHEPHERD,LAB 04,LAB,OWNER SURRENDER,WALK IN,BEHAVIOR,2022-10-30,APP WNL,EUTHANIZED,2022-11-01
A1160171,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-12-01,APP WNL,ADOPTION,2022-12-01
A1163406,DOG,MIXED BREED,LFD 140,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-29,APP WNL,RETURNED TO OWNER,2022-12-05
A1158283,CAT,DOMESTIC SH,AK 02,AVAILABLE,FOSTER,APPOINT,OTHRINTAKS,2022-11-05,APP WNL,ADOPTION,2022-12-02
A1173271,DOG,GERM SHEPHERD,FOUND,IMPOUNDED,STRAY,WEB,,2023-03-31,NORMAL,OTHER,2000-01-01
A1159802,DOG,MIXED BREED,LAB 02,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-11,CRITICAL,EUTHANIZED,2022-10-17
A1164289,DOG,ALASKAN HUSKY,FOUND,IMPOUNDED,STRAY,WEB,,2022-12-11,NORMAL,FOUND EXP,2023-01-12
A1166079,DOG,MIXED BREED,CC 07,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-04,APP WNL,ADOPTION,2023-01-09
A1173408,BIRD,CHICKEN,BAY 07,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2023-04-01,APP WNL,OTHER,2000-01-01
A1163382,DOG,MIXED BREED,DC 06,AVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-11-29,APP WNL,FOSTER,2022-12-07
A1160608,DOG,MIXED BREED,VIP17,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-22,APP WNL,ADOPTION,2022-11-16
A1155336,DOG,MIXED BREED,FOSTER,EU RISK,FOSTER,APPOINT,FOR ADOPT,2022-11-25,APP WNL,ADOPTION,2022-11-25
A1154189,DOG,MIXED BREED,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-01,APP WNL,ADOPTION,2022-10-01
A1160477,DOG,MIXED BREED,DC 18,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-20,APP WNL,ADOPTION,2022-10-28
A1159625,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,STRAY,WEB,,2022-10-08,NORMAL,LOST EXP,2022-11-08
A1167091,DOG,MIXED BREED,DC 02,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-01-17,APP WNL,ADOPTION,2023-01-23
A1152212,CAT,DOMESTIC MH,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-19,APP WNL,ADOPTION,2022-10-19
A1144902,CAT,DOMESTIC SH,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2023-02-07,APP WNL,ADOPTION,2023-02-07
A1163499,DOG,MIXED BREED,LFSD 06,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-30,APP INJ,EUTHANIZED,2022-12-10
A1150619,DOG,LABRADOR RETR,INJD 009,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-11-07,APP WNL,TREATMENT,2022-11-08
A1161245,DOG,MIXED BREED,AD 102,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-31,APP WNL,ADOPTION,2022-11-16
A1154510,DOG,GERM SHEPHERD,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-11-03,APP WNL,TREATMENT,2022-11-03
A1160996,DOG,MIXED BREED,DC 24,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-10-28,APP WNL,ADOPTION,2022-11-17
A1162174,DOG,MIXED BREED,FREEZER,LAB,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-11-12,APP WNL,EUTHANIZED,2022-11-23
A1162886,DOG,MIXED BREED,LFD 059,LAB,OWNER SURRENDER,PICK UP,BEHAVIOR,2022-11-21,APP WNL,EUTHANIZED,2022-11-25
A1161359,DOG,MIXED BREED,CC 15,UNAVAILABLE,STRAY,AT LARGE,PERSNLISSU,2022-11-01,APP WNL,ADOPTION,2022-11-03
A1162283,DOG,MIXED BREED,CC 07,EU RISK,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-11-13,APP WNL,TRANSFER,2022-11-30
A1155499,DOG,MIXED BREED,VIP05,UNAVAILABLE,FOSTER,APPOINT,TRANSFER,2022-10-13,APP WNL,TRANSFER,2022-10-20
A1173351,BIRD,CHICKEN,BAY 07,UNAVAILABLE,CONFISCATED,SAC,OTHRINTAKS,2023-04-01,APP WNL,OTHER,2000-01-01
A1162862,DOG,MIXED BREED,CC 01,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-21,APP WNL,ADOPTION,2022-11-22
A1154077,CAT,DOMESTIC SH,CC 28,AVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-10-30,APP WNL,TREATMENT,2022-10-30
A1162337,DOG,MIXED BREED,LAB 01,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-14,APP SICK,EUTHANIZED,2022-11-20
A1162549,DOG,GERM SHEPHERD,QD 25,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-11-17,APP WNL,EUTHANIZED,2022-11-21
A1168657,DOG,MIXED BREED,AD 074,AVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2023-02-08,APP WNL,ADOPTION,2023-02-18
A1167374,DOG,BEAGLE,LOST,IMPOUNDED,STRAY,WEB,,2023-01-16,NORMAL,LOST EXP,2023-02-21
A1166062,DOG,MIXED BREED,VIP06,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2023-01-04,APP WNL,RETURNED TO OWNER,2023-01-04
A1163989,DOG,YORKSHIRE TERR,LOST,IMPOUNDED,STRAY,WEB,,2022-12-07,NORMAL,LOST EXP,2023-01-07
A1162866,CAT,AMER SH,LOST,IMPOUNDED,STRAY,WEB,,2022-11-18,NORMAL,LOST EXP,2022-12-22
A1163898,DOG,MIXED BREED,DC 05,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-06,APP WNL,RETURNED TO OWNER,2022-12-09
A1163030,DOG,MIXED BREED,LAB 01,LAB,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-11-23,APP WNL,EUTHANIZED,2022-11-25
A1160294,DOG,MIXED BREED,DC 16,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-10-18,APP WNL,ADOPTION,2022-10-30
A1159915,DOG,MIXED BREED,FOSTER,PRE-LAB,FOSTER,APPOINT,TRANSFER,2022-12-05,APP SICK,FOSTER,2022-12-05
A1163034,DOG,MIXED BREED,DC 05,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-11-23,APP WNL,RETURNED TO OWNER,2022-11-27
A1162887,DOG,MIXED BREED,LFD 059,EU RISK,OWNER SURRENDER,PICK UP,BEHAVIOR,2022-11-21,APP WNL,FOSTER,2022-11-26
A1161066,DOG,MIXED BREED,DC 07,UNAVAILABLE,STRAY,CONFINED,OTHRINTAKS,2022-10-29,APP WNL,ADOPTION,2022-11-10
A1164442,DOG,MIXED BREED,DC 11,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-14,APP WNL,ADOPTION,2022-12-17
A1165177,DOG,GERM SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-11-30,NORMAL,LOST EXP,2023-01-23
A1160806,CAT,DOMESTIC SH,AC 042,AVAILABLE,OWNER SURRENDER,WALK IN,HOUSING,2022-10-25,APP WNL,ADOPTION,2022-10-26
A1162554,CAT,DOMESTIC SH,LFC 015,AVAILABLE,FOSTER,APPOINT,FOR ADOPT,2023-01-27,APP WNL,ADOPTION,2023-01-28
A1164279,DOG,MIXED BREED,AD 007,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-12,APP WNL,ADOPTION,2022-12-16
A1165455,DOG,MIXED BREED,CC 08,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-28,APP WNL,ADOPTION,2022-12-29
A1154079,CAT,DOMESTIC SH,CC 29,UNAVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-10-17,APP WNL,TREATMENT,2022-10-17
A1162377,DOG,MIXED BREED,LFD 066,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-11-15,APP INJ,RETURNED TO OWNER,2022-11-15
A1164985,DOG,MIXED BREED,CC 07,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-21,APP WNL,ADOPTION,2022-12-23
A1157023,DOG,PIT BULL,LFD 123,AVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-12-26,APP WNL,ADOPTION,2022-12-29
A1163082,DOG,CHIHUAHUA SH,FOUND,IMPOUNDED,STRAY,WEB,,2022-11-23,NORMAL,FOUND EXP,2022-12-26
A1159457,CAT,DOMESTIC SH,CC 33,UNAVAILABLE,TREATMENT,SPAY/NEUT,SURGERY,2022-12-11,APP WNL,TREATMENT,2022-12-11
A1157230,CAT,DOMESTIC SH,CC 21,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-27,APP WNL,ADOPTION,2022-10-27
A1162463,CAT,DOMESTIC SH,K13,AVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2022-11-16,APP WNL,TRANSFER,2022-11-21
A1164075,CAT,DOMESTIC SH,LFC 030,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-08,APP INJ,SNR,2022-12-13
A1159804,CAT,DOMESTIC SH,FOSTER,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-25,APP WNL,ADOPTION,2022-10-25
A1162114,DOG,MIXED BREED,DC 08,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-11,APP WNL,ADOPTION,2022-11-13
A1148167,DOG,GERM SHEPHERD,LAB 14,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-11,APP WNL,EUTHANIZED,2022-11-20
A1163261,DOG,MIXED BREED,AD 099,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-27,APP WNL,ADOPTION,2022-12-03
A1159440,DOG,MIXED BREED,LAB 02,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-06,APP WNL,EUTHANIZED,2022-10-15
A1160252,CAT,DOMESTIC SH,AC 001,AVAILABLE,OWNER SURRENDER,APPOINT,BEHAVIOR,2022-10-17,APP WNL,ADOPTION,2022-10-20
A1165394,DOG,MIXED BREED,CC 14,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-27,APP INJ,ADOPTION,2022-12-30
A1159184,DOG,MIXED BREED,LFSD 01,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-03,APP WNL,ADOPTION,2022-10-06
A1164542,DOG,MIXED BREED,DC 18,AVAILABLE,TREATMENT,SPAY/NEUT,SURGERY,2023-01-19,APP WNL,TREATMENT,2023-01-19
A1159189,CAT,DOMESTIC SH,AC 009,AVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-10-03,APP WNL,ADOPTION,2022-10-09
A1157910,CAT,DOMESTIC SH,CC 33,UNAVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-10-18,APP WNL,TREATMENT,2022-10-18
A1159610,CAT,DOMESTIC SH,N09,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-08,APP WNL,FOSTER,2022-10-12
A1164787,DOG,AM PIT BULL TER,206006-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-19,APP WNL,RETURNED TO OWNER,2022-12-19
A1163750,DOG,PEKINGESE,DC 02,IMPOUNDED,STRAY,AT LARGE,OTHER,2022-12-04,APP WNL,RETURNED TO OWNER,2022-12-06
A1162072,DOG,SHIH TZU,LOST,IMPOUNDED,STRAY,WEB,,2022-11-07,NORMAL,LOST EXP,2022-12-11
A1164742,CAT,BOMBAY,LOST,IMPOUNDED,STRAY,WEB,,2022-12-18,NORMAL,LOST EXP,2023-01-19
A1167201,DOG,PIT BULL,146004-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2023-01-19,APP WNL,RETURNED TO OWNER,2023-01-19
A1171398,DOG,CHOW CHOW,LAB 03,LAB,STRAY,AT LARGE,OTHER,2023-03-12,APP INJ,EUTHANIZED,2023-03-16
A1159846,DOG,MIXED BREED,CC 18,UNAVAILABLE,STRAY,CONFINED,OTHER,2022-10-12,APP WNL,ADOPTION,2022-10-16
A1153143,DOG,MIXED BREED,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHER,2022-11-16,APP WNL,TREATMENT,2022-11-16
A1161177,DOG,MIXED BREED,LFD 137,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-30,APP WNL,EUTHANIZED,2022-11-02
A1160097,DOG,ROTTWEILER,186036-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-10-15,APP WNL,RETURNED TO OWNER,2022-10-15
A1163623,DOG,MIXED BREED,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-12-17,APP WNL,ADOPTION,2022-12-17
A1162518,DOG,BEAGLE,LOST,IMPOUNDED,STRAY,WEB,,2022-11-17,NORMAL,LOST EXP,2022-12-18
A1166766,DOG,SCHNAUZER STAND,LOST,IMPOUNDED,STRAY,WEB,,2023-01-12,NORMAL,LOST EXP,2023-02-13
A1152245,DOG,GERM SHEPHERD,FOSTER,PENDING,FOSTER,APPOINT,FOR ADOPT,2022-11-16,APP WNL,ADOPTION,2022-11-16
A1159928,CAT,DOMESTIC SH,AC 003,AVAILABLE,OWNER SURRENDER,APPOINT,OTHER,2022-10-13,APP WNL,ADOPTION,2022-10-15
A1121353,DOG,MIXED BREED,NMOMS 5,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-09,APP WNL,RETURNED TO OWNER,2022-11-15
A1162390,CAT,DOMESTIC SH,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-15,CRITICAL,EUTHANIZED,2022-11-15
A1164645,CAT,DOMESTIC SH,LFC 007,UNAVAILABLE,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-12-17,APP WNL,ADOPTION,2022-12-18
A1162192,DOG,PIT BULL,LOST,IMPOUNDED,STRAY,WEB,,2022-10-15,NORMAL,LOST EXP,2022-12-13
A1166135,BIRD,COCKATIEL,PK09,AVAILABLE,OWNER SURRENDER,URGENT,OTHRINTAKS,2023-01-04,APP WNL,ADOPTION,2023-01-05
A1159489,DOG,PIT BULL,QD 07,LAB,OWNER SURRENDER,QUARANTINE,BEHAVIOR,2022-10-06,APP WNL,EUTHANIZED,2022-10-09
A1161432,CAT,DOMESTIC SH,CC 33,UNAVAILABLE,TREATMENT,SPAY/NEUT,SURGERY,2022-12-19,APP WNL,TREATMENT,2022-12-19
A1163780,DOG,MIXED BREED,AD 050,UNAVAILABLE,OWNER SURRENDER,URGENT,OTHRINTAKS,2023-01-07,APP WNL,ADOPTION,2023-01-10
A1160151,DOG,MIXED BREED,VIP06,EU RISK,OWNER SURRENDER,APPOINT,NOTRIGHTFT,2022-10-16,APP WNL,ADOPTION,2022-11-19
A1152100,DOG,COLLIE ROUGH,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-11-01,APP WNL,TREATMENT,2022-11-02
A1161206,DOG,MIXED BREED,DC 10,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-31,APP WNL,ADOPTION,2022-11-03
A1161323,CAT,DOMESTIC SH,AC 007,AVAILABLE,OWNER SURRENDER,WALK IN,NOTRIGHTFT,2022-11-05,APP WNL,ADOPTION,2022-11-05
A1160256,DOG,MIXED BREED,PCD 23,IMPOUNDED,KEEPSAFE,OWN ARREST,OTHRINTAKS,2022-10-17,APP WNL,RETURNED TO OWNER,2022-10-18
A1160896,WILDLIFE,GUINEA PIG,PK03,EU RISK,STRAY,CONFINED,OTHRINTAKS,2022-10-26,APP WNL,TRANSFER,2022-10-31
A1161331,DOG,MIXED BREED,NMOMS 2,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-01,APP WNL,TRANSFER,2022-11-04
A1163516,DOG,CHIHUAHUA SH,FOUND,IMPOUNDED,STRAY,WEB,,2022-11-28,NORMAL,FOUND EXP,2022-12-31
A1162839,DOG,AUST SHEPHERD,LOST,IMPOUNDED,STRAY,WEB,,2022-11-20,NORMAL,LOST EXP,2022-12-22
A1162288,DOG,GERM SHEPHERD,LFD 137,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-14,APP WNL,ADOPTION,2022-11-18
A1153248,CAT,DOMESTIC SH,CC 24,AVAILABLE,TREATMENT,SPAY/NEUT,OTHER,2022-10-02,APP WNL,TREATMENT,2022-10-02
A1164240,WILDLIFE,RACCOON,FREEZER,UNAVAILABLE,WILDLIFE,RABIES,OTHRINTAKS,2022-12-11,APP SICK,EUTHANIZED,2022-12-11
A1165616,DOG,PIT BULL,206010-01,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-30,APP WNL,RETURNED TO OWNER,2022-12-30
A1160270,DOG,MIXED BREED,FREEZER,LAB,STRAY,AT LARGE,OTHER,2022-10-18,APP WNL,EUTHANIZED,2022-11-06
A1165448,DOG,SHIBA INU,LOST,IMPOUNDED,STRAY,WEB,,2022-12-27,NORMAL,LOST EXP,2023-01-28
A1164571,DOG,LABRADOR RETR,FREEZER,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-16,APP INJ,EUTHANIZED,2022-12-19
A1153638,CAT,DOMESTIC SH,FOSTER,UNAVAILABLE,FOSTER,APPOINT,OTHER,2022-12-03,APP WNL,ADOPTION,2022-12-03
A1161974,CAT,DOMESTIC SH,AC 019,AVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2022-11-09,APP WNL,ADOPTION,2022-11-11
A1160813,DOG,MIXED BREED,LAB 04,LAB,STRAY,AT LARGE,OTHER,2022-10-25,APP WNL,EUTHANIZED,2022-11-02
A1159080,CAT,DOMESTIC SH,K13,AVAILABLE,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-10-02,APP WNL,FOSTER,2022-10-15
A1165714,DOG,MIXED BREED,DC 10,UNAVAILABLE,OWNER SURRENDER,APPOINT,HOUSING,2022-12-31,APP WNL,ADOPTION,2023-01-11
A1161163,DOG,MIXED BREED,LAB 02,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-10-30,APP WNL,EUTHANIZED,2022-11-04
A1166495,WILDLIFE,OPOSSUM,066018-01,UNAVAILABLE,WILDLIFE,NON-RABIES,OTHRINTAKS,2023-01-09,CRITICAL,EUTHANIZED,2023-01-09
A1160055,DOG,CHIHUAHUA LH,LOST,IMPOUNDED,STRAY,WEB,,2022-10-07,NORMAL,LOST EXP,2022-11-15
A1157714,DOG,ENG FOXHOUND,INJD 007,UNAVAILABLE,TREATMENT,HEART WORM,OTHRINTAKS,2022-11-21,APP WNL,TREATMENT,2022-11-21
A1172206,DOG,MIXED BREED,AD 071,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2023-03-21,APP WNL,ADOPTION,2023-03-23
A1161673,DOG,MIXED BREED,DC 02,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-11-05,APP WNL,ADOPTION,2022-11-09
A1160287,DOG,MIXED BREED,LAB 01,LAB,OWNER SURRENDER,APPOINT,PERSNLISSU,2022-10-18,APP WNL,EUTHANIZED,2022-11-04
A1164610,DOG,MIXED BREED,DC 12,UNAVAILABLE,STRAY,AT LARGE,OTHER,2022-12-16,APP WNL,ADOPTION,2022-12-21
A1159865,DOG,MIXED BREED,CC 13,AVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-10-12,APP WNL,ADOPTION,2022-10-16
A1156818,CAT,DOMESTIC SH,AC 019,UNAVAILABLE,FOSTER,APPOINT,FOR ADOPT,2022-10-19,APP WNL,ADOPTION,2022-10-20
A1150803,DOG,MIXED BREED,AD 071,AVAILABLE,TRANSFER,STRAY,OTHRINTAKS,2022-10-21,APP WNL,ADOPTION,2022-11-12
A0960044,DOG,MIXED BREED,LAB 16,LAB,STRAY,CONFINED,OTHER,2022-10-17,APP WNL,EUTHANIZED,2022-11-04
A1164692,DOG,MIXED BREED,LAB 03,LAB,OWNER SURRENDER,URGENT,OTHRINTAKS,2022-12-18,APP WNL,EUTHANIZED,2023-01-23
A1162063,DOG,MIXED BREED,LAB 11,LAB,STRAY,AT LARGE,OTHRINTAKS,2022-11-10,APP WNL,EUTHANIZED,2022-11-22
A1163683,DOG,MIXED BREED,DC 04,UNAVAILABLE,STRAY,AT LARGE,OTHRINTAKS,2022-12-02,APP WNL,ADOPTION,2022-12-06
A1165342,DOG,MIXED BREED,LFD 039,IMPOUNDED,STRAY,AT LARGE,OTHRINTAKS,2022-12-26,APP WNL,RETURNED TO OWNER,2022-12-27
A1161706,DOG,PUG,LOST,IMPOUNDED,STRAY,WEB,,2022-11-05,NORMAL,LOST EXP,2022-12-06
